,Origin Country,Destination Country,From,To,Distance,Duration,est_tt
99,AT,FI,Wien-AT,Vantaa-FI,1805.626,23.15,55.809999999999995
100,AT,FR,Wien-AT,Combs-la-Ville-FR,1243.988,10.6,27.239999999999995
101,AT,GB,Wien-AT,Slough-GB,1517.492,13.900000000000002,31.86
102,AT,GB,Wien-AT,Ryton Gateway-GB,1917.902,17.516666666666666,36.923333333333325
103,AT,GR,Wien-AT,Spata-GR,1724.182,15.866666666666667,34.61333333333333
104,AT,HR,Wien-AT,Zagreb-HR,360.186,3.4833333333333334,6.2766666666666655
105,AT,HU,Wien-AT,OLK-HU,239.671,2.3,4.619999999999999
106,AT,HU,Wien-AT,Budapest-HU,283.564,2.6666666666666665,5.133333333333333
107,AT,IE,Wien-AT,Portlaoise-IE,2099.781,22.633333333333333,55.086666666666666
108,AT,LT,Wien-AT,Kaunas-LT,1139.051,11.733333333333333,28.826666666666664
109,AT,LU,Wien-AT,Bettembourg-LU,930.317,7.816666666666666,12.343333333333332
110,AT,NL,Wien-AT,EINDHOVEN-NL,1065.427,8.816666666666666,13.743333333333332
111,AT,NL,Wien-AT,Utrecht-NL,1113.981,9.233333333333333,14.326666666666664
112,AT,NL,Wien-AT,Zaltbommel-NL,1104.564,9.2,14.28
113,AT,NO,Wien-AT,Oslo-NO,1725.366,17.633333333333333,37.086666666666666
114,AT,PL,Wien-AT,Ełk-PL,932.226,9.7,14.979999999999999
115,AT,PL,Wien-AT,Poznań-PL,726.214,7.5,11.9
116,AT,PL,Wien-AT,Zabrze-PL,380.602,3.8,6.719999999999999
117,AT,PL,Wien-AT,Koninko-PL,706.649,7.266666666666666,11.573333333333332
118,AT,PL,Wien-AT,Wroclaw-PL,569.514,5.383333333333334,8.936666666666667
119,AT,PL,Wien-AT,Bydgoszcz-PL,772.344,7.4,11.76
120,AT,PT,Wien-AT,Lisbon-PT,2891.059,25.7,59.379999999999995
121,AT,RO,Wien-AT,Oradea-RO,510.144,5.733333333333333,9.426666666666666
122,AT,SE,Wien-AT,Stockholm-SE,1758.892,17.716666666666665,37.203333333333326
123,AT,SE,Wien-AT,Helsingborg-SE,1214.601,12.866666666666667,30.41333333333333
124,AT,SE,Wien-AT,ARLÖV-SE,1164.007,12.400000000000002,29.76
125,AT,SE,Wien-AT,Malmö-SE,1162.62,12.349999999999998,29.689999999999994
126,AT,SI,Wien-AT,Ljubljana-SI,373.771,3.533333333333333,6.346666666666666
127,AT,SK,Wien-AT,Bratislava Rača-SK,102.93,1.2,3.08
128,AT,SK,Wien-AT,Bratislava Petržalka-SK,86.829,0.9666666666666668,2.7533333333333334
129,AT,SK,Wien-AT,Strečno-SK,295.706,2.9333333333333336,5.506666666666666
130,AT,AT,Wien-AT,Allhaming-AT,191.952,1.7666666666666666,3.873333333333333
131,AT,AT,Wien-AT,Hagenbrunn-AT,39.904,0.6333333333333333,2.2866666666666666
132,AT,SK,Wien-AT,Ivanka pri Dunaji-SK,102.043,1.1166666666666667,2.963333333333333
133,AT,AT,Wien-AT,Enns-AT,165.625,1.5666666666666669,3.5933333333333333
134,AT,SE,Wien-AT,Göteborg-SE,1430.397,14.783333333333335,33.09666666666667
135,AT,CZ,Wien-AT,Ricany-CZ,325.287,3.3333333333333335,6.066666666666666
136,AT,CZ,Wien-AT,Olomouc-CZ,219.754,2.4166666666666665,4.783333333333333
137,AT,IE,Wien-AT,Dublin-IE,2026.385,21.816666666666666,53.94333333333333
138,AT,AT,Wien-AT,Hall in Tirol-AT,471.721,4.25,7.35
139,AT,AT,Wien-AT,Hub Wien II-AT,0.0,0.0,1.4
140,AT,AT,Wien-AT,Liesing-AT,1.402,0.06666666666666667,1.4933333333333332
141,AT,AT,Wien-AT,Wals-AT,302.973,2.75,5.25
142,AT,AT,Wien-AT,Wundschuh-AT,197.09,1.85,3.9899999999999998
143,AT,AT,Wien-AT,Wernberg-AT,343.435,3.1833333333333336,5.856666666666667
144,AT,DE,Wien-AT,PZ 44 (Bochum) [im Bau]-DE,938.786,7.700000000000001,12.180000000000001
145,AT,CZ,Wien-AT,Zlin-CZ,230.878,2.5,4.9
146,BE,AT,Brüssel-BE,Wien 1-AT,1122.758,9.466666666666667,14.653333333333332
147,BE,AT,Brüssel-BE,Wien-AT,1111.572,9.266666666666667,14.373333333333335
148,BE,BE,Brüssel-BE,Brüssel-BE,0.0,0.0,1.4
149,BE,BG,Brüssel-BE,Sofia-BG,2069.106,18.633333333333333,38.486666666666665
150,BE,CZ,Brüssel-BE,Brno-CZ,1112.703,9.383333333333333,14.536666666666665
151,BE,CZ,Brüssel-BE,Ostrava-CZ,1270.903,10.566666666666666,27.193333333333328
152,BE,CZ,Brüssel-BE,Krupka-CZ,845.591,7.166666666666666,11.433333333333332
153,BE,CZ,Brüssel-BE,Plzen-CZ,809.185,6.783333333333333,10.896666666666667
154,BE,CZ,Brüssel-BE,Hradec Kralove-CZ,1013.666,8.616666666666667,13.463333333333333
155,BE,DE,Brüssel-BE,Speyer-DE,446.097,4.0,7.0
156,BE,DE,Brüssel-BE,Köln-DE,210.322,1.9166666666666665,4.083333333333333
157,BE,DE,Brüssel-BE,Radefeld-DE,680.693,5.8,9.52
158,BE,DE,Brüssel-BE,Feucht-DE,633.149,5.25,8.75
159,BE,DE,Brüssel-BE,Lahr-DE,484.802,4.6,7.84
160,BE,DE,Brüssel-BE,Regensburg-DE,719.596,5.95,9.73
161,BE,DE,Brüssel-BE,Hamburg-DE,585.269,4.983333333333333,8.376666666666667
162,BE,DE,Brüssel-BE,Dorsten-DE,253.004,2.4166666666666665,4.783333333333333
163,BE,DE,Brüssel-BE,Hagen-DE,267.921,2.533333333333333,4.946666666666666
164,BE,DE,Brüssel-BE,Neuwied-DE,696.295,5.983333333333333,9.776666666666667
165,BE,DE,Brüssel-BE,Krefeld-DE,191.999,1.7666666666666666,3.873333333333333
166,BE,DE,Brüssel-BE,Rüdersdorf-DE,790.16,6.616666666666667,10.663333333333334
167,BE,DK,Brüssel-BE,Kolding-DK,909.823,8.566666666666666,13.393333333333333
168,BE,ES,Brüssel-BE,Barcelona-ES,1332.469,12.016666666666666,29.22333333333333
169,BE,ES,Brüssel-BE,Madrid-ES,1581.276,14.483333333333333,32.67666666666666
170,BE,ES,Brüssel-BE,Vitoria-ES,1220.587,11.2,28.08
171,BE,FI,Brüssel-BE,Turku (Lieto)-FI,1862.384,23.133333333333333,55.78666666666666
172,BE,FI,Brüssel-BE,Vantaa-FI,2034.65,24.83333333333333,58.16666666666666
173,BE,FR,Brüssel-BE,Combs-la-Ville-FR,352.47,3.283333333333333,5.996666666666666
174,BE,GB,Brüssel-BE,Slough-GB,412.701,4.866666666666667,8.213333333333333
175,BE,GB,Brüssel-BE,Ryton Gateway-GB,813.111,8.466666666666667,13.253333333333334
176,BE,GR,Brüssel-BE,Spata-GR,2780.049,24.71666666666667,58.00333333333333
177,BE,HR,Brüssel-BE,Zagreb-HR,1284.201,11.066666666666666,27.89333333333333
178,BE,HU,Brüssel-BE,OLK-HU,1343.678,11.333333333333334,28.266666666666666
179,BE,HU,Brüssel-BE,Budapest-HU,1387.571,11.7,28.779999999999998
180,BE,IE,Brüssel-BE,Portlaoise-IE,994.99,13.6,31.439999999999998
181,BE,LT,Brüssel-BE,Kaunas-LT,1731.564,15.633333333333333,34.28666666666666
182,BE,LU,Brüssel-BE,Bettembourg-LU,231.237,2.183333333333333,4.456666666666666
183,BE,NL,Brüssel-BE,EINDHOVEN-NL,129.755,1.3166666666666667,3.243333333333333
184,BE,NL,Brüssel-BE,Utrecht-NL,155.441,1.6666666666666665,3.733333333333333
185,BE,NL,Brüssel-BE,Zaltbommel-NL,152.443,1.5833333333333335,3.6166666666666667
186,BE,NO,Brüssel-BE,Oslo-NO,1514.448,14.2,32.28
187,BE,PL,Brüssel-BE,Ełk-PL,1524.739,13.583333333333332,31.41666666666666
188,BE,PL,Brüssel-BE,Poznań-PL,984.202,8.15,12.81
189,BE,PL,Brüssel-BE,Zabrze-PL,1200.416,10.1,26.54
190,BE,PL,Brüssel-BE,Koninko-PL,998.438,8.233333333333333,12.926666666666666
191,BE,PL,Brüssel-BE,Wroclaw-PL,1067.77,9.066666666666666,14.093333333333332
192,BE,PL,Brüssel-BE,Bydgoszcz-PL,1138.008,10.266666666666667,26.773333333333333
193,BE,PT,Brüssel-BE,Lisbon-PT,2046.584,18.466666666666665,38.25333333333332
194,BE,RO,Brüssel-BE,Oradea-RO,1614.151,14.766666666666667,33.07333333333333
195,BE,SE,Brüssel-BE,Stockholm-SE,1547.974,14.283333333333333,32.39666666666667
196,BE,SE,Brüssel-BE,Helsingborg-SE,1003.683,9.433333333333334,14.606666666666667
197,BE,SE,Brüssel-BE,ARLÖV-SE,953.089,8.966666666666667,13.953333333333333
198,BE,SE,Brüssel-BE,Malmö-SE,951.702,8.916666666666666,13.883333333333333
199,BE,SI,Brüssel-BE,Ljubljana-SI,1193.833,10.116666666666667,26.563333333333333
200,BE,SK,Brüssel-BE,Bratislava Rača-SK,1206.937,10.233333333333333,26.726666666666663
201,BE,SK,Brüssel-BE,Bratislava Petržalka-SK,1190.836,10.0,26.4
202,BE,SK,Brüssel-BE,Strečno-SK,1320.325,11.883333333333333,29.036666666666665
203,BE,AT,Brüssel-BE,Allhaming-AT,924.692,7.666666666666668,12.133333333333335
204,BE,AT,Brüssel-BE,Hagenbrunn-AT,1134.883,9.45,14.629999999999999
205,BE,SK,Brüssel-BE,Ivanka pri Dunaji-SK,1206.05,10.15,26.61
206,BE,AT,Brüssel-BE,Enns-AT,948.762,7.883333333333333,12.436666666666666
207,BE,SE,Brüssel-BE,Göteborg-SE,1219.479,11.35,28.29
208,BE,CZ,Brüssel-BE,Ricany-CZ,920.808,7.700000000000001,12.180000000000001
209,BE,CZ,Brüssel-BE,Olomouc-CZ,1181.482,9.983333333333333,15.376666666666665
210,BE,IE,Brüssel-BE,Dublin-IE,921.594,12.783333333333333,30.296666666666663
211,BE,AT,Brüssel-BE,Hall in Tirol-AT,885.683,7.800000000000001,12.32
212,BE,AT,Brüssel-BE,Hub Wien II-AT,1111.572,9.266666666666667,14.373333333333335
213,BE,AT,Brüssel-BE,Liesing-AT,1111.428,9.266666666666667,14.373333333333335
214,BE,AT,Brüssel-BE,Wals-AT,927.961,7.583333333333333,12.016666666666666
215,BE,AT,Brüssel-BE,Wundschuh-AT,1121.105,9.416666666666666,14.583333333333332
216,BE,AT,Brüssel-BE,Wernberg-AT,1105.218,9.3,14.42
217,BE,DE,Brüssel-BE,PZ 44 (Bochum) [im Bau]-DE,252.077,2.3833333333333333,4.736666666666666
218,BE,CZ,Brüssel-BE,Zlin-CZ,1192.606,10.066666666666666,26.493333333333332
219,BG,AT,Sofia-BG,Wien 1-AT,951.453,9.3,14.42
220,BG,AT,Sofia-BG,Wien-AT,1012.885,9.766666666666667,15.073333333333334
221,BG,BE,Sofia-BG,Brüssel-BE,2068.651,18.583333333333332,38.416666666666664
222,BG,BG,Sofia-BG,Sofia-BG,0.0,0.0,1.4
223,BG,CZ,Sofia-BG,Brno-CZ,1090.912,10.5,27.099999999999998
224,BG,CZ,Sofia-BG,Ostrava-CZ,1245.917,11.9,29.06
225,BG,CZ,Sofia-BG,Krupka-CZ,1384.405,13.266666666666667,30.973333333333333
226,BG,CZ,Sofia-BG,Plzen-CZ,1375.943,13.0,30.599999999999998
227,BG,CZ,Sofia-BG,Hradec Kralove-CZ,1237.838,12.666666666666668,30.133333333333333
228,BG,DE,Sofia-BG,Speyer-DE,1680.87,15.533333333333335,34.14666666666667
229,BG,DE,Sofia-BG,Köln-DE,1861.676,16.833333333333332,35.96666666666666
230,BG,DE,Sofia-BG,Radefeld-DE,1545.549,14.466666666666665,32.65333333333333
231,BG,DE,Sofia-BG,Feucht-DE,1450.429,13.566666666666666,31.39333333333333
