,0,1,2,3
627,BG,SE,PT,-0.0
628,BG,SI,PT,0.0
629,BG,SK,PT,-0.0
630,BG,DK,PT,0.0
631,BG,FR,PT,0.0
632,BG,GR,PT,0.0
633,BG,HR,PT,0.0
634,BG,IE,PT,-0.0
635,BG,LU,PT,0.0
636,BG,NO,PT,0.0
637,BG,RO,PT,0.0
638,CZ,BE,AT,-0.0
639,CZ,BG,AT,-0.0
640,CZ,DE,AT,0.0
641,CZ,ES,AT,-0.0
642,CZ,FL,AT,-0.0
643,CZ,GB,AT,-0.0
644,CZ,HU,AT,-0.0
645,CZ,LT,AT,-0.0
646,CZ,NL,AT,-0.0
647,CZ,PL,AT,-0.0
648,CZ,PT,AT,-0.0
649,CZ,SE,AT,-0.0
650,CZ,SI,AT,-0.0
651,CZ,SK,AT,-0.0
652,CZ,DK,AT,-0.0
653,CZ,FR,AT,-0.0
654,CZ,GR,AT,-0.0
655,CZ,HR,AT,-0.0
656,CZ,IE,AT,-0.0
657,CZ,LU,AT,-0.0
658,CZ,NO,AT,-0.0
659,CZ,RO,AT,-0.0
660,CZ,AT,DE,0.0
661,CZ,BE,DE,-0.0
662,CZ,BG,DE,-0.0
663,CZ,ES,DE,-0.0
664,CZ,FL,DE,-0.0
665,CZ,GB,DE,-0.0
666,CZ,HU,DE,-0.0
667,CZ,LT,DE,-0.0
668,CZ,NL,DE,-0.0
669,CZ,PL,DE,-0.0
670,CZ,PT,DE,-0.0
671,CZ,SE,DE,-0.0
672,CZ,SI,DE,-0.0
673,CZ,SK,DE,-0.0
674,CZ,DK,DE,-0.0
675,CZ,FR,DE,-0.0
676,CZ,GR,DE,-0.0
677,CZ,HR,DE,-0.0
678,CZ,IE,DE,-0.0
679,CZ,LU,DE,-0.0
680,CZ,NO,DE,-0.0
681,CZ,RO,DE,-0.0
682,CZ,AT,ES,0.0
683,CZ,BE,ES,-0.0
684,CZ,BG,ES,-0.0
685,CZ,DE,ES,-0.0
686,CZ,FL,ES,-0.0
687,CZ,GB,ES,-0.0
688,CZ,HU,ES,-0.0
689,CZ,LT,ES,-0.0
690,CZ,NL,ES,-0.0
