,0,1,2
1219,Dublin-IE,PZ 44 (Bochum) [im Bau]-DE,-0.0
1220,Portlaoise-IE,Eindhoven-Noord-NL,-0.0
1221,Portlaoise-IE,Zaltbommel-NL,-0.0
1222,Dublin-IE,Eindhoven-Noord-NL,-0.0
1223,Dublin-IE,Zaltbommel-NL,-0.0
1224,Portlaoise-IE,Suwałki (Ełk)-PL,-0.0
1225,Portlaoise-IE,Poznań-PL,-0.0
1226,Portlaoise-IE,Zabrze-PL,-0.0
1227,Portlaoise-IE,Koninko-PL,-0.0
1228,Portlaoise-IE,Wrocław-PL,-0.0
1229,Portlaoise-IE,Bydgoszcz (Solec Kujawski)-PL,-0.0
1230,Dublin-IE,Suwałki (Ełk)-PL,-0.0
1231,Dublin-IE,Poznań-PL,-0.0
1232,Dublin-IE,Zabrze-PL,-0.0
1233,Dublin-IE,Koninko-PL,-0.0
1234,Dublin-IE,Wrocław-PL,-0.0
1235,Dublin-IE,Bydgoszcz (Solec Kujawski)-PL,-0.0
1236,Portlaoise-IE,Hub Wien I-AT,-0.0
1237,Portlaoise-IE,Hub Wien II-AT,-0.0
1238,Portlaoise-IE,Hub Graz-AT,-0.0
1239,Portlaoise-IE,Hagenbrunn-AT,-0.0
1240,Portlaoise-IE,Allhaming-AT,-0.0
1241,Portlaoise-IE,Enns-AT,-0.0
1242,Portlaoise-IE,Wernberg-AT,-0.0
1243,Portlaoise-IE,Wals-AT,-0.0
1244,Portlaoise-IE,Hall in Tirol-AT,-0.0
1245,Portlaoise-IE,Liesing-AT,-0.0
1246,Portlaoise-IE,Wundschuh-AT,-0.0
1247,Dublin-IE,Hub Wien I-AT,-0.0
1248,Dublin-IE,Hub Wien II-AT,-0.0
1249,Dublin-IE,Hub Graz-AT,-0.0
1250,Dublin-IE,Hagenbrunn-AT,-0.0
1251,Dublin-IE,Allhaming-AT,-0.0
1252,Dublin-IE,Enns-AT,-0.0
1253,Dublin-IE,Wernberg-AT,-0.0
1254,Dublin-IE,Wals-AT,-0.0
1255,Dublin-IE,Hall in Tirol-AT,-0.0
1256,Dublin-IE,Liesing-AT,-0.0
1257,Dublin-IE,Wundschuh-AT,-0.0
1258,Portlaoise-IE,Sofia-BG,-0.0
1259,Dublin-IE,Sofia-BG,-0.0
1260,Portlaoise-IE,Kolding-DK,-0.0
1261,Dublin-IE,Kolding-DK,-0.0
1262,Portlaoise-IE,Barcelona-ES,-0.0
1263,Portlaoise-IE,Madrid-ES,-0.0
1264,Portlaoise-IE,Araba (Vitoria)-ES,-0.0
1265,Dublin-IE,Barcelona-ES,-0.0
1266,Dublin-IE,Madrid-ES,-0.0
1267,Dublin-IE,Araba (Vitoria)-ES,-0.0
1268,Portlaoise-IE,Lieto (Turku)-FL,-0.0
1269,Portlaoise-IE,Vantaa (Helsinki)-FL,-0.0
1270,Dublin-IE,Lieto (Turku)-FL,-0.0
1271,Dublin-IE,Vantaa (Helsinki)-FL,-0.0
1272,Portlaoise-IE,Combs la ville-FR,-0.0
1273,Dublin-IE,Combs la ville-FR,-0.0
1274,Portlaoise-IE,Slough-GB,-0.0
1275,Portlaoise-IE,Ryton Gateway-GB,-0.0
1276,Dublin-IE,Slough-GB,-0.0
1277,Dublin-IE,Ryton Gateway-GB,-0.0
1278,Portlaoise-IE,Spata-GR,-0.0
1279,Dublin-IE,Spata-GR,-0.0
1280,Portlaoise-IE,Zagreb-HR,-0.0
1281,Dublin-IE,Zagreb-HR,-0.0
1282,Portlaoise-IE,Budapest OLK-HU,-0.0
1283,Portlaoise-IE,Budapest NPKK (OE)-HU,-0.0
1284,Dublin-IE,Budapest OLK-HU,-0.0
1285,Dublin-IE,Budapest NPKK (OE)-HU,-0.0
1286,Portlaoise-IE,Kaunas-LT,-0.0
1287,Dublin-IE,Kaunas-LT,-0.0
1288,Portlaoise-IE,Lisboa-PT,-0.0
1289,Dublin-IE,Lisboa-PT,-0.0
1290,Portlaoise-IE,Göteborg-SE,-0.0
1291,Portlaoise-IE,Stockholm - Västberga-SE,-0.0
1292,Portlaoise-IE,Helsingborg-SE,-0.0
1293,Portlaoise-IE,Arlöv-SE,-0.0
1294,Portlaoise-IE,Malmö-SE,-0.0
1295,Dublin-IE,Göteborg-SE,-0.0
1296,Dublin-IE,Stockholm - Västberga-SE,-0.0
1297,Dublin-IE,Helsingborg-SE,-0.0
1298,Dublin-IE,Arlöv-SE,-0.0
1299,Dublin-IE,Malmö-SE,-0.0
1300,Portlaoise-IE,Ljubljana-SI,-0.0
1301,Dublin-IE,Ljubljana-SI,-0.0
1302,Portlaoise-IE,Zilina- Strecno-SK,-0.0
1303,Portlaoise-IE,Ivanka pri Dunaji-SK,-0.0
1304,Dublin-IE,Zilina- Strecno-SK,-0.0
1305,Dublin-IE,Ivanka pri Dunaji-SK,-0.0
1306,Portlaoise-IE,Brüssel-BE,-0.0
1307,Dublin-IE,Brüssel-BE,-0.0
1308,Portlaoise-IE,Bettembourg-LU,-0.0
1309,Dublin-IE,Bettembourg-LU,-0.0
1310,Portlaoise-IE,Oslo-NO,-0.0
1311,Dublin-IE,Oslo-NO,-0.0
1312,Portlaoise-IE,Oradea-RO,-0.0
1313,Dublin-IE,Oradea-RO,-0.0
1314,Bettembourg-LU,Brno-CZ,-0.0
1315,Bettembourg-LU,Ostrava-CZ,-0.0
1316,Bettembourg-LU,Krupka 1-CZ,-0.0
1317,Bettembourg-LU,Plzen 1-CZ,-0.0
1318,Bettembourg-LU,Hradec Kralove - Brezhrad-CZ,-0.0
1319,Bettembourg-LU,Ricany -CZ,-0.0
1320,Bettembourg-LU,Zlin-CZ,-0.0
1321,Bettembourg-LU,Olomouc-CZ,-0.0
1322,Bettembourg-LU,PZ 67 (Speyer)-DE,-0.0
1323,Bettembourg-LU,PZ 50 (Köln)-DE,-0.0
1324,Bettembourg-LU,PZ 04 (Radefeld/Leipzig)-DE,-0.0
1325,Bettembourg-LU,PZ 90 (Feucht/Nürnberg)-DE,-0.0
1326,Bettembourg-LU,PZ 77 (Lahr)-DE,-0.0
1327,Bettembourg-LU,PZ 93 (Regensburg)-DE,-0.0
1328,Bettembourg-LU,PZ 21 (Hamburg)-DE,-0.0
1329,Bettembourg-LU,PZ 46 (Dorsten)-DE,-0.0
1330,Bettembourg-LU,PZ 58 (Hagen)-DE,-0.0
1331,Bettembourg-LU,PZ 08 (Neumark)-DE,-0.0
1332,Bettembourg-LU,PZ 47 (Krefeld)-DE,-0.0
1333,Bettembourg-LU,PZ 15 (Rüdersdorf)-DE,-0.0
1334,Bettembourg-LU,PZ 24 (Neumünster)-DE,-0.0
1335,Bettembourg-LU,PZ 44 (Bochum) [im Bau]-DE,-0.0
1336,Bettembourg-LU,Eindhoven-Noord-NL,-0.0
1337,Bettembourg-LU,Zaltbommel-NL,-0.0
1338,Bettembourg-LU,Suwałki (Ełk)-PL,-0.0
1339,Bettembourg-LU,Poznań-PL,-0.0
1340,Bettembourg-LU,Zabrze-PL,-0.0
1341,Bettembourg-LU,Koninko-PL,-0.0
1342,Bettembourg-LU,Wrocław-PL,-0.0
1343,Bettembourg-LU,Bydgoszcz (Solec Kujawski)-PL,-0.0
1344,Bettembourg-LU,Hub Wien I-AT,-0.0
1345,Bettembourg-LU,Hub Wien II-AT,-0.0
1346,Bettembourg-LU,Hub Graz-AT,-0.0
1347,Bettembourg-LU,Hagenbrunn-AT,-0.0
1348,Bettembourg-LU,Allhaming-AT,-0.0
1349,Bettembourg-LU,Enns-AT,-0.0
1350,Bettembourg-LU,Wernberg-AT,-0.0
1351,Bettembourg-LU,Wals-AT,-0.0
1352,Bettembourg-LU,Hall in Tirol-AT,-0.0
1353,Bettembourg-LU,Liesing-AT,-0.0
1354,Bettembourg-LU,Wundschuh-AT,-0.0
1355,Bettembourg-LU,Sofia-BG,-0.0
1356,Bettembourg-LU,Kolding-DK,-0.0
1357,Bettembourg-LU,Barcelona-ES,-0.0
1358,Bettembourg-LU,Madrid-ES,-0.0
1359,Bettembourg-LU,Araba (Vitoria)-ES,-0.0
1360,Bettembourg-LU,Lieto (Turku)-FL,-0.0
1361,Bettembourg-LU,Vantaa (Helsinki)-FL,-0.0
1362,Bettembourg-LU,Combs la ville-FR,-0.0
1363,Bettembourg-LU,Slough-GB,-0.0
1364,Bettembourg-LU,Ryton Gateway-GB,-0.0
1365,Bettembourg-LU,Spata-GR,-0.0
1366,Bettembourg-LU,Zagreb-HR,-0.0
1367,Bettembourg-LU,Budapest OLK-HU,-0.0
1368,Bettembourg-LU,Budapest NPKK (OE)-HU,-0.0
1369,Bettembourg-LU,Portlaoise-IE,-0.0
1370,Bettembourg-LU,Dublin-IE,-0.0
1371,Bettembourg-LU,Kaunas-LT,-0.0
1372,Bettembourg-LU,Lisboa-PT,-0.0
1373,Bettembourg-LU,Göteborg-SE,-0.0
1374,Bettembourg-LU,Stockholm - Västberga-SE,-0.0
1375,Bettembourg-LU,Helsingborg-SE,-0.0
1376,Bettembourg-LU,Arlöv-SE,-0.0
1377,Bettembourg-LU,Malmö-SE,-0.0
1378,Bettembourg-LU,Ljubljana-SI,414.0
1379,Bettembourg-LU,Zilina- Strecno-SK,-0.0
1380,Bettembourg-LU,Ivanka pri Dunaji-SK,-0.0
1381,Bettembourg-LU,Brüssel-BE,-0.0
1382,Bettembourg-LU,Oslo-NO,-0.0
1383,Bettembourg-LU,Oradea-RO,-0.0
1384,Oslo-NO,Brno-CZ,-0.0
1385,Oslo-NO,Ostrava-CZ,-0.0
1386,Oslo-NO,Krupka 1-CZ,-0.0
1387,Oslo-NO,Plzen 1-CZ,-0.0
1388,Oslo-NO,Hradec Kralove - Brezhrad-CZ,-0.0
1389,Oslo-NO,Ricany -CZ,-0.0
1390,Oslo-NO,Zlin-CZ,-0.0
1391,Oslo-NO,Olomouc-CZ,-0.0
1392,Oslo-NO,PZ 67 (Speyer)-DE,-0.0
1393,Oslo-NO,PZ 50 (Köln)-DE,-0.0
1394,Oslo-NO,PZ 04 (Radefeld/Leipzig)-DE,-0.0
1395,Oslo-NO,PZ 90 (Feucht/Nürnberg)-DE,-0.0
1396,Oslo-NO,PZ 77 (Lahr)-DE,-0.0
1397,Oslo-NO,PZ 93 (Regensburg)-DE,-0.0
1398,Oslo-NO,PZ 21 (Hamburg)-DE,-0.0
1399,Oslo-NO,PZ 46 (Dorsten)-DE,-0.0
1400,Oslo-NO,PZ 58 (Hagen)-DE,-0.0
1401,Oslo-NO,PZ 08 (Neumark)-DE,-0.0
1402,Oslo-NO,PZ 47 (Krefeld)-DE,-0.0
1403,Oslo-NO,PZ 15 (Rüdersdorf)-DE,-0.0
1404,Oslo-NO,PZ 24 (Neumünster)-DE,-0.0
1405,Oslo-NO,PZ 44 (Bochum) [im Bau]-DE,-0.0
1406,Oslo-NO,Eindhoven-Noord-NL,-0.0
1407,Oslo-NO,Zaltbommel-NL,-0.0
1408,Oslo-NO,Suwałki (Ełk)-PL,-0.0
1409,Oslo-NO,Poznań-PL,-0.0
1410,Oslo-NO,Zabrze-PL,-0.0
1411,Oslo-NO,Koninko-PL,-0.0
1412,Oslo-NO,Wrocław-PL,-0.0
1413,Oslo-NO,Bydgoszcz (Solec Kujawski)-PL,-0.0
1414,Oslo-NO,Hub Wien I-AT,-0.0
1415,Oslo-NO,Hub Wien II-AT,-0.0
1416,Oslo-NO,Hub Graz-AT,-0.0
1417,Oslo-NO,Hagenbrunn-AT,-0.0
1418,Oslo-NO,Allhaming-AT,-0.0
1419,Oslo-NO,Enns-AT,-0.0
1420,Oslo-NO,Wernberg-AT,-0.0
1421,Oslo-NO,Wals-AT,-0.0
1422,Oslo-NO,Hall in Tirol-AT,-0.0
1423,Oslo-NO,Liesing-AT,-0.0
1424,Oslo-NO,Wundschuh-AT,-0.0
1425,Oslo-NO,Sofia-BG,-0.0
1426,Oslo-NO,Kolding-DK,-0.0
1427,Oslo-NO,Barcelona-ES,-0.0
1428,Oslo-NO,Madrid-ES,-0.0
1429,Oslo-NO,Araba (Vitoria)-ES,-0.0
1430,Oslo-NO,Lieto (Turku)-FL,-0.0
1431,Oslo-NO,Vantaa (Helsinki)-FL,-0.0
1432,Oslo-NO,Combs la ville-FR,-0.0
1433,Oslo-NO,Slough-GB,-0.0
1434,Oslo-NO,Ryton Gateway-GB,-0.0
1435,Oslo-NO,Spata-GR,-0.0
1436,Oslo-NO,Zagreb-HR,-0.0
1437,Oslo-NO,Budapest OLK-HU,-0.0
1438,Oslo-NO,Budapest NPKK (OE)-HU,-0.0
1439,Oslo-NO,Portlaoise-IE,-0.0
1440,Oslo-NO,Dublin-IE,-0.0
1441,Oslo-NO,Kaunas-LT,-0.0
1442,Oslo-NO,Lisboa-PT,-0.0
1443,Oslo-NO,Göteborg-SE,-0.0
1444,Oslo-NO,Stockholm - Västberga-SE,-0.0
1445,Oslo-NO,Helsingborg-SE,-0.0
1446,Oslo-NO,Arlöv-SE,-0.0
1447,Oslo-NO,Malmö-SE,-0.0
1448,Oslo-NO,Ljubljana-SI,-0.0
1449,Oslo-NO,Zilina- Strecno-SK,-0.0
1450,Oslo-NO,Ivanka pri Dunaji-SK,-0.0
1451,Oslo-NO,Brüssel-BE,-0.0
1452,Oslo-NO,Bettembourg-LU,-0.0
1453,Oslo-NO,Oradea-RO,-0.0
1454,Oradea-RO,Brno-CZ,-0.0
1455,Oradea-RO,Ostrava-CZ,-0.0
1456,Oradea-RO,Krupka 1-CZ,-0.0
1457,Oradea-RO,Plzen 1-CZ,-0.0
1458,Oradea-RO,Hradec Kralove - Brezhrad-CZ,-0.0
1459,Oradea-RO,Ricany -CZ,-0.0
1460,Oradea-RO,Zlin-CZ,-0.0
1461,Oradea-RO,Olomouc-CZ,-0.0
1462,Oradea-RO,PZ 67 (Speyer)-DE,-0.0
1463,Oradea-RO,PZ 50 (Köln)-DE,-0.0
1464,Oradea-RO,PZ 04 (Radefeld/Leipzig)-DE,-0.0
1465,Oradea-RO,PZ 90 (Feucht/Nürnberg)-DE,-0.0
1466,Oradea-RO,PZ 77 (Lahr)-DE,-0.0
1467,Oradea-RO,PZ 93 (Regensburg)-DE,-0.0
1468,Oradea-RO,PZ 21 (Hamburg)-DE,-0.0
1469,Oradea-RO,PZ 46 (Dorsten)-DE,-0.0
1470,Oradea-RO,PZ 58 (Hagen)-DE,-0.0
1471,Oradea-RO,PZ 08 (Neumark)-DE,-0.0
1472,Oradea-RO,PZ 47 (Krefeld)-DE,-0.0
1473,Oradea-RO,PZ 15 (Rüdersdorf)-DE,-0.0
1474,Oradea-RO,PZ 24 (Neumünster)-DE,-0.0
1475,Oradea-RO,PZ 44 (Bochum) [im Bau]-DE,-0.0
1476,Oradea-RO,Eindhoven-Noord-NL,-0.0
1477,Oradea-RO,Zaltbommel-NL,-0.0
1478,Oradea-RO,Suwałki (Ełk)-PL,-0.0
1479,Oradea-RO,Poznań-PL,-0.0
1480,Oradea-RO,Zabrze-PL,-0.0
1481,Oradea-RO,Koninko-PL,-0.0
1482,Oradea-RO,Wrocław-PL,-0.0
1483,Oradea-RO,Bydgoszcz (Solec Kujawski)-PL,-0.0
1484,Oradea-RO,Hub Wien I-AT,-0.0
1485,Oradea-RO,Hub Wien II-AT,-0.0
1486,Oradea-RO,Hub Graz-AT,-0.0
1487,Oradea-RO,Hagenbrunn-AT,-0.0
1488,Oradea-RO,Allhaming-AT,-0.0
1489,Oradea-RO,Enns-AT,-0.0
1490,Oradea-RO,Wernberg-AT,-0.0
1491,Oradea-RO,Wals-AT,-0.0
1492,Oradea-RO,Hall in Tirol-AT,-0.0
1493,Oradea-RO,Liesing-AT,-0.0
1494,Oradea-RO,Wundschuh-AT,-0.0
1495,Oradea-RO,Sofia-BG,-0.0
1496,Oradea-RO,Kolding-DK,-0.0
1497,Oradea-RO,Barcelona-ES,-0.0
1498,Oradea-RO,Madrid-ES,-0.0
1499,Oradea-RO,Araba (Vitoria)-ES,-0.0
1500,Oradea-RO,Lieto (Turku)-FL,-0.0
1501,Oradea-RO,Vantaa (Helsinki)-FL,-0.0
1502,Oradea-RO,Combs la ville-FR,-0.0
1503,Oradea-RO,Slough-GB,-0.0
1504,Oradea-RO,Ryton Gateway-GB,-0.0
1505,Oradea-RO,Spata-GR,-0.0
1506,Oradea-RO,Zagreb-HR,-0.0
1507,Oradea-RO,Budapest OLK-HU,-0.0
1508,Oradea-RO,Budapest NPKK (OE)-HU,-0.0
1509,Oradea-RO,Portlaoise-IE,-0.0
1510,Oradea-RO,Dublin-IE,-0.0
1511,Oradea-RO,Kaunas-LT,-0.0
1512,Oradea-RO,Lisboa-PT,-0.0
1513,Oradea-RO,Göteborg-SE,-0.0
1514,Oradea-RO,Stockholm - Västberga-SE,-0.0
1515,Oradea-RO,Helsingborg-SE,-0.0
1516,Oradea-RO,Arlöv-SE,-0.0
1517,Oradea-RO,Malmö-SE,-0.0
1518,Oradea-RO,Ljubljana-SI,-0.0
1519,Oradea-RO,Zilina- Strecno-SK,-0.0
1520,Oradea-RO,Ivanka pri Dunaji-SK,-0.0
1521,Oradea-RO,Brüssel-BE,-0.0
1522,Oradea-RO,Bettembourg-LU,-0.0
1523,Oradea-RO,Oslo-NO,-0.0
1524,Hub Wien I-AT,Brno-CZ,99.0
1525,Hub Wien I-AT,Ostrava-CZ,-0.0
1526,Hub Wien I-AT,Krupka 1-CZ,-0.0
1527,Hub Wien I-AT,Plzen 1-CZ,-0.0
1528,Hub Wien I-AT,Hradec Kralove - Brezhrad-CZ,-0.0
1529,Hub Wien I-AT,Ricany -CZ,-0.0
1530,Hub Wien I-AT,Zlin-CZ,-0.0
1531,Hub Wien I-AT,Olomouc-CZ,-0.0
1532,Hub Wien II-AT,Brno-CZ,-0.0
1533,Hub Wien II-AT,Ostrava-CZ,-0.0
1534,Hub Wien II-AT,Krupka 1-CZ,-0.0
1535,Hub Wien II-AT,Plzen 1-CZ,-0.0
1536,Hub Wien II-AT,Hradec Kralove - Brezhrad-CZ,-0.0
1537,Hub Wien II-AT,Ricany -CZ,-0.0
1538,Hub Wien II-AT,Zlin-CZ,-0.0
1539,Hub Wien II-AT,Olomouc-CZ,-0.0
1540,Hub Graz-AT,Brno-CZ,-0.0
1541,Hub Graz-AT,Ostrava-CZ,-0.0
1542,Hub Graz-AT,Krupka 1-CZ,-0.0
1543,Hub Graz-AT,Plzen 1-CZ,-0.0
1544,Hub Graz-AT,Hradec Kralove - Brezhrad-CZ,-0.0
1545,Hub Graz-AT,Ricany -CZ,-0.0
1546,Hub Graz-AT,Zlin-CZ,-0.0
1547,Hub Graz-AT,Olomouc-CZ,-0.0
1548,Hagenbrunn-AT,Brno-CZ,1040.0
1549,Hagenbrunn-AT,Ostrava-CZ,-0.0
1550,Hagenbrunn-AT,Krupka 1-CZ,-0.0
1551,Hagenbrunn-AT,Plzen 1-CZ,-0.0
1552,Hagenbrunn-AT,Hradec Kralove - Brezhrad-CZ,-0.0
1553,Hagenbrunn-AT,Ricany -CZ,-0.0
1554,Hagenbrunn-AT,Zlin-CZ,-0.0
1555,Hagenbrunn-AT,Olomouc-CZ,-0.0
1556,Allhaming-AT,Brno-CZ,-0.0
1557,Allhaming-AT,Ostrava-CZ,-0.0
1558,Allhaming-AT,Krupka 1-CZ,-0.0
1559,Allhaming-AT,Plzen 1-CZ,-0.0
1560,Allhaming-AT,Hradec Kralove - Brezhrad-CZ,-0.0
1561,Allhaming-AT,Ricany -CZ,-0.0
1562,Allhaming-AT,Zlin-CZ,-0.0
1563,Allhaming-AT,Olomouc-CZ,-0.0
1564,Enns-AT,Brno-CZ,-0.0
1565,Enns-AT,Ostrava-CZ,-0.0
1566,Enns-AT,Krupka 1-CZ,-0.0
1567,Enns-AT,Plzen 1-CZ,-0.0
1568,Enns-AT,Hradec Kralove - Brezhrad-CZ,-0.0
1569,Enns-AT,Ricany -CZ,-0.0
1570,Enns-AT,Zlin-CZ,-0.0
1571,Enns-AT,Olomouc-CZ,-0.0
1572,Wernberg-AT,Brno-CZ,-0.0
1573,Wernberg-AT,Ostrava-CZ,-0.0
1574,Wernberg-AT,Krupka 1-CZ,-0.0
1575,Wernberg-AT,Plzen 1-CZ,-0.0
1576,Wernberg-AT,Hradec Kralove - Brezhrad-CZ,-0.0
1577,Wernberg-AT,Ricany -CZ,-0.0
1578,Wernberg-AT,Zlin-CZ,-0.0
1579,Wernberg-AT,Olomouc-CZ,-0.0
1580,Wals-AT,Brno-CZ,-0.0
1581,Wals-AT,Ostrava-CZ,-0.0
1582,Wals-AT,Krupka 1-CZ,-0.0
1583,Wals-AT,Plzen 1-CZ,-0.0
1584,Wals-AT,Hradec Kralove - Brezhrad-CZ,-0.0
1585,Wals-AT,Ricany -CZ,-0.0
1586,Wals-AT,Zlin-CZ,-0.0
1587,Wals-AT,Olomouc-CZ,-0.0
1588,Hall in Tirol-AT,Brno-CZ,-0.0
1589,Hall in Tirol-AT,Ostrava-CZ,-0.0
1590,Hall in Tirol-AT,Krupka 1-CZ,-0.0
1591,Hall in Tirol-AT,Plzen 1-CZ,-0.0
1592,Hall in Tirol-AT,Hradec Kralove - Brezhrad-CZ,-0.0
1593,Hall in Tirol-AT,Ricany -CZ,-0.0
1594,Hall in Tirol-AT,Zlin-CZ,-0.0
1595,Hall in Tirol-AT,Olomouc-CZ,-0.0
1596,Liesing-AT,Brno-CZ,-0.0
1597,Liesing-AT,Ostrava-CZ,-0.0
1598,Liesing-AT,Krupka 1-CZ,-0.0
1599,Liesing-AT,Plzen 1-CZ,-0.0
1600,Liesing-AT,Hradec Kralove - Brezhrad-CZ,-0.0
1601,Liesing-AT,Ricany -CZ,-0.0
1602,Liesing-AT,Zlin-CZ,-0.0
1603,Liesing-AT,Olomouc-CZ,-0.0
1604,Wundschuh-AT,Brno-CZ,-0.0
1605,Wundschuh-AT,Ostrava-CZ,-0.0
1606,Wundschuh-AT,Krupka 1-CZ,-0.0
1607,Wundschuh-AT,Plzen 1-CZ,-0.0
1608,Wundschuh-AT,Hradec Kralove - Brezhrad-CZ,-0.0
1609,Wundschuh-AT,Ricany -CZ,-0.0
1610,Wundschuh-AT,Zlin-CZ,-0.0
1611,Wundschuh-AT,Olomouc-CZ,-0.0
1612,Hub Wien I-AT,PZ 67 (Speyer)-DE,-0.0
1613,Hub Wien I-AT,PZ 50 (Köln)-DE,-0.0
1614,Hub Wien I-AT,PZ 04 (Radefeld/Leipzig)-DE,-0.0
1615,Hub Wien I-AT,PZ 90 (Feucht/Nürnberg)-DE,80.0
1616,Hub Wien I-AT,PZ 77 (Lahr)-DE,-0.0
1617,Hub Wien I-AT,PZ 93 (Regensburg)-DE,-0.0
1618,Hub Wien I-AT,PZ 21 (Hamburg)-DE,-0.0
1619,Hub Wien I-AT,PZ 46 (Dorsten)-DE,-0.0
1620,Hub Wien I-AT,PZ 58 (Hagen)-DE,-0.0
1621,Hub Wien I-AT,PZ 08 (Neumark)-DE,-0.0
1622,Hub Wien I-AT,PZ 47 (Krefeld)-DE,-0.0
1623,Hub Wien I-AT,PZ 15 (Rüdersdorf)-DE,-0.0
1624,Hub Wien I-AT,PZ 24 (Neumünster)-DE,-0.0
1625,Hub Wien I-AT,PZ 44 (Bochum) [im Bau]-DE,-0.0
1626,Hub Wien II-AT,PZ 67 (Speyer)-DE,-0.0
1627,Hub Wien II-AT,PZ 50 (Köln)-DE,-0.0
1628,Hub Wien II-AT,PZ 04 (Radefeld/Leipzig)-DE,-0.0
1629,Hub Wien II-AT,PZ 90 (Feucht/Nürnberg)-DE,-0.0
1630,Hub Wien II-AT,PZ 77 (Lahr)-DE,-0.0
1631,Hub Wien II-AT,PZ 93 (Regensburg)-DE,-0.0
1632,Hub Wien II-AT,PZ 21 (Hamburg)-DE,-0.0
1633,Hub Wien II-AT,PZ 46 (Dorsten)-DE,-0.0
1634,Hub Wien II-AT,PZ 58 (Hagen)-DE,-0.0
1635,Hub Wien II-AT,PZ 08 (Neumark)-DE,-0.0
1636,Hub Wien II-AT,PZ 47 (Krefeld)-DE,-0.0
1637,Hub Wien II-AT,PZ 15 (Rüdersdorf)-DE,-0.0
1638,Hub Wien II-AT,PZ 24 (Neumünster)-DE,-0.0
1639,Hub Wien II-AT,PZ 44 (Bochum) [im Bau]-DE,-0.0
1640,Hub Graz-AT,PZ 67 (Speyer)-DE,-0.0
1641,Hub Graz-AT,PZ 50 (Köln)-DE,-0.0
1642,Hub Graz-AT,PZ 04 (Radefeld/Leipzig)-DE,-0.0
1643,Hub Graz-AT,PZ 90 (Feucht/Nürnberg)-DE,-0.0
1644,Hub Graz-AT,PZ 77 (Lahr)-DE,-0.0
1645,Hub Graz-AT,PZ 93 (Regensburg)-DE,-0.0
1646,Hub Graz-AT,PZ 21 (Hamburg)-DE,-0.0
1647,Hub Graz-AT,PZ 46 (Dorsten)-DE,-0.0
1648,Hub Graz-AT,PZ 58 (Hagen)-DE,-0.0
1649,Hub Graz-AT,PZ 08 (Neumark)-DE,-0.0
1650,Hub Graz-AT,PZ 47 (Krefeld)-DE,-0.0
1651,Hub Graz-AT,PZ 15 (Rüdersdorf)-DE,-0.0
1652,Hub Graz-AT,PZ 24 (Neumünster)-DE,-0.0
1653,Hub Graz-AT,PZ 44 (Bochum) [im Bau]-DE,-0.0
1654,Hagenbrunn-AT,PZ 67 (Speyer)-DE,-0.0
1655,Hagenbrunn-AT,PZ 50 (Köln)-DE,-0.0
1656,Hagenbrunn-AT,PZ 04 (Radefeld/Leipzig)-DE,-0.0
1657,Hagenbrunn-AT,PZ 90 (Feucht/Nürnberg)-DE,-0.0
1658,Hagenbrunn-AT,PZ 77 (Lahr)-DE,-0.0
1659,Hagenbrunn-AT,PZ 93 (Regensburg)-DE,-0.0
1660,Hagenbrunn-AT,PZ 21 (Hamburg)-DE,-0.0
1661,Hagenbrunn-AT,PZ 46 (Dorsten)-DE,-0.0
1662,Hagenbrunn-AT,PZ 58 (Hagen)-DE,-0.0
1663,Hagenbrunn-AT,PZ 08 (Neumark)-DE,-0.0
1664,Hagenbrunn-AT,PZ 47 (Krefeld)-DE,-0.0
1665,Hagenbrunn-AT,PZ 15 (Rüdersdorf)-DE,-0.0
1666,Hagenbrunn-AT,PZ 24 (Neumünster)-DE,-0.0
1667,Hagenbrunn-AT,PZ 44 (Bochum) [im Bau]-DE,-0.0
1668,Allhaming-AT,PZ 67 (Speyer)-DE,-0.0
1669,Allhaming-AT,PZ 50 (Köln)-DE,-0.0
1670,Allhaming-AT,PZ 04 (Radefeld/Leipzig)-DE,-0.0
1671,Allhaming-AT,PZ 90 (Feucht/Nürnberg)-DE,-0.0
1672,Allhaming-AT,PZ 77 (Lahr)-DE,-0.0
1673,Allhaming-AT,PZ 93 (Regensburg)-DE,-0.0
1674,Allhaming-AT,PZ 21 (Hamburg)-DE,-0.0
1675,Allhaming-AT,PZ 46 (Dorsten)-DE,-0.0
1676,Allhaming-AT,PZ 58 (Hagen)-DE,-0.0
1677,Allhaming-AT,PZ 08 (Neumark)-DE,-0.0
1678,Allhaming-AT,PZ 47 (Krefeld)-DE,-0.0
1679,Allhaming-AT,PZ 15 (Rüdersdorf)-DE,-0.0
1680,Allhaming-AT,PZ 24 (Neumünster)-DE,-0.0
1681,Allhaming-AT,PZ 44 (Bochum) [im Bau]-DE,-0.0
1682,Enns-AT,PZ 67 (Speyer)-DE,-0.0
1683,Enns-AT,PZ 50 (Köln)-DE,-0.0
1684,Enns-AT,PZ 04 (Radefeld/Leipzig)-DE,-0.0
1685,Enns-AT,PZ 90 (Feucht/Nürnberg)-DE,-0.0
1686,Enns-AT,PZ 77 (Lahr)-DE,-0.0
1687,Enns-AT,PZ 93 (Regensburg)-DE,-0.0
1688,Enns-AT,PZ 21 (Hamburg)-DE,-0.0
1689,Enns-AT,PZ 46 (Dorsten)-DE,-0.0
