,0,1,2
463,Plzen 1-CZ,Hagenbrunn-AT,-0.0
464,Plzen 1-CZ,Allhaming-AT,-0.0
465,Plzen 1-CZ,Enns-AT,-0.0
466,Plzen 1-CZ,Wernberg-AT,-0.0
467,Plzen 1-CZ,Wals-AT,-0.0
468,Plzen 1-CZ,Hall in Tirol-AT,-0.0
469,Plzen 1-CZ,Liesing-AT,-0.0
470,Plzen 1-CZ,Wundschuh-AT,-0.0
471,Hradec Kralove - Brezhrad-CZ,Hub Wien I-AT,-0.0
472,Hradec Kralove - Brezhrad-CZ,Hub Wien II-AT,-0.0
473,Hradec Kralove - Brezhrad-CZ,Hub Graz-AT,-0.0
474,Hradec Kralove - Brezhrad-CZ,Hagenbrunn-AT,-0.0
475,Hradec Kralove - Brezhrad-CZ,Allhaming-AT,-0.0
476,Hradec Kralove - Brezhrad-CZ,Enns-AT,-0.0
477,Hradec Kralove - Brezhrad-CZ,Wernberg-AT,-0.0
478,Hradec Kralove - Brezhrad-CZ,Wals-AT,-0.0
479,Hradec Kralove - Brezhrad-CZ,Hall in Tirol-AT,-0.0
480,Hradec Kralove - Brezhrad-CZ,Liesing-AT,-0.0
481,Hradec Kralove - Brezhrad-CZ,Wundschuh-AT,-0.0
482,Ricany -CZ,Hub Wien I-AT,-0.0
483,Ricany -CZ,Hub Wien II-AT,-0.0
484,Ricany -CZ,Hub Graz-AT,-0.0
485,Ricany -CZ,Hagenbrunn-AT,-0.0
486,Ricany -CZ,Allhaming-AT,-0.0
487,Ricany -CZ,Enns-AT,-0.0
488,Ricany -CZ,Wernberg-AT,-0.0
489,Ricany -CZ,Wals-AT,-0.0
490,Ricany -CZ,Hall in Tirol-AT,-0.0
491,Ricany -CZ,Liesing-AT,-0.0
492,Ricany -CZ,Wundschuh-AT,-0.0
493,Zlin-CZ,Hub Wien I-AT,-0.0
494,Zlin-CZ,Hub Wien II-AT,-0.0
495,Zlin-CZ,Hub Graz-AT,-0.0
496,Zlin-CZ,Hagenbrunn-AT,-0.0
497,Zlin-CZ,Allhaming-AT,-0.0
498,Zlin-CZ,Enns-AT,-0.0
499,Zlin-CZ,Wernberg-AT,-0.0
500,Zlin-CZ,Wals-AT,-0.0
501,Zlin-CZ,Hall in Tirol-AT,-0.0
502,Zlin-CZ,Liesing-AT,-0.0
503,Zlin-CZ,Wundschuh-AT,-0.0
504,Olomouc-CZ,Hub Wien I-AT,-0.0
505,Olomouc-CZ,Hub Wien II-AT,-0.0
506,Olomouc-CZ,Hub Graz-AT,-0.0
507,Olomouc-CZ,Hagenbrunn-AT,-0.0
508,Olomouc-CZ,Allhaming-AT,-0.0
509,Olomouc-CZ,Enns-AT,-0.0
510,Olomouc-CZ,Wernberg-AT,-0.0
511,Olomouc-CZ,Wals-AT,-0.0
512,Olomouc-CZ,Hall in Tirol-AT,-0.0
513,Olomouc-CZ,Liesing-AT,-0.0
514,Olomouc-CZ,Wundschuh-AT,-0.0
515,Brno-CZ,PZ 67 (Speyer)-DE,-0.0
516,Brno-CZ,PZ 50 (Köln)-DE,-0.0
517,Brno-CZ,PZ 04 (Radefeld/Leipzig)-DE,-0.0
518,Brno-CZ,PZ 90 (Feucht/Nürnberg)-DE,-0.0
519,Brno-CZ,PZ 77 (Lahr)-DE,-0.0
520,Brno-CZ,PZ 93 (Regensburg)-DE,-0.0
521,Brno-CZ,PZ 21 (Hamburg)-DE,-0.0
522,Brno-CZ,PZ 46 (Dorsten)-DE,-0.0
523,Brno-CZ,PZ 58 (Hagen)-DE,-0.0
524,Brno-CZ,PZ 08 (Neumark)-DE,-0.0
525,Brno-CZ,PZ 47 (Krefeld)-DE,-0.0
526,Brno-CZ,PZ 15 (Rüdersdorf)-DE,-0.0
527,Brno-CZ,PZ 24 (Neumünster)-DE,-0.0
528,Brno-CZ,PZ 44 (Bochum) [im Bau]-DE,-0.0
529,Ostrava-CZ,PZ 67 (Speyer)-DE,-0.0
530,Ostrava-CZ,PZ 50 (Köln)-DE,-0.0
531,Ostrava-CZ,PZ 04 (Radefeld/Leipzig)-DE,-0.0
532,Ostrava-CZ,PZ 90 (Feucht/Nürnberg)-DE,-0.0
533,Ostrava-CZ,PZ 77 (Lahr)-DE,-0.0
534,Ostrava-CZ,PZ 93 (Regensburg)-DE,-0.0
535,Ostrava-CZ,PZ 21 (Hamburg)-DE,-0.0
536,Ostrava-CZ,PZ 46 (Dorsten)-DE,-0.0
537,Ostrava-CZ,PZ 58 (Hagen)-DE,-0.0
538,Ostrava-CZ,PZ 08 (Neumark)-DE,-0.0
539,Ostrava-CZ,PZ 47 (Krefeld)-DE,-0.0
540,Ostrava-CZ,PZ 15 (Rüdersdorf)-DE,-0.0
541,Ostrava-CZ,PZ 24 (Neumünster)-DE,-0.0
542,Ostrava-CZ,PZ 44 (Bochum) [im Bau]-DE,-0.0
543,Krupka 1-CZ,PZ 67 (Speyer)-DE,-0.0
544,Krupka 1-CZ,PZ 50 (Köln)-DE,-0.0
545,Krupka 1-CZ,PZ 04 (Radefeld/Leipzig)-DE,1.0
546,Krupka 1-CZ,PZ 90 (Feucht/Nürnberg)-DE,-0.0
547,Krupka 1-CZ,PZ 77 (Lahr)-DE,-0.0
548,Krupka 1-CZ,PZ 93 (Regensburg)-DE,-0.0
549,Krupka 1-CZ,PZ 21 (Hamburg)-DE,-0.0
550,Krupka 1-CZ,PZ 46 (Dorsten)-DE,-0.0
551,Krupka 1-CZ,PZ 58 (Hagen)-DE,-0.0
552,Krupka 1-CZ,PZ 08 (Neumark)-DE,-0.0
553,Krupka 1-CZ,PZ 47 (Krefeld)-DE,-0.0
554,Krupka 1-CZ,PZ 15 (Rüdersdorf)-DE,-0.0
555,Krupka 1-CZ,PZ 24 (Neumünster)-DE,-0.0
556,Krupka 1-CZ,PZ 44 (Bochum) [im Bau]-DE,-0.0
557,Plzen 1-CZ,PZ 67 (Speyer)-DE,-0.0
558,Plzen 1-CZ,PZ 50 (Köln)-DE,-0.0
559,Plzen 1-CZ,PZ 04 (Radefeld/Leipzig)-DE,-0.0
560,Plzen 1-CZ,PZ 90 (Feucht/Nürnberg)-DE,-0.0
561,Plzen 1-CZ,PZ 77 (Lahr)-DE,-0.0
562,Plzen 1-CZ,PZ 93 (Regensburg)-DE,-0.0
563,Plzen 1-CZ,PZ 21 (Hamburg)-DE,-0.0
564,Plzen 1-CZ,PZ 46 (Dorsten)-DE,-0.0
565,Plzen 1-CZ,PZ 58 (Hagen)-DE,-0.0
566,Plzen 1-CZ,PZ 08 (Neumark)-DE,-0.0
567,Plzen 1-CZ,PZ 47 (Krefeld)-DE,-0.0
568,Plzen 1-CZ,PZ 15 (Rüdersdorf)-DE,-0.0
569,Plzen 1-CZ,PZ 24 (Neumünster)-DE,-0.0
570,Plzen 1-CZ,PZ 44 (Bochum) [im Bau]-DE,-0.0
571,Hradec Kralove - Brezhrad-CZ,PZ 67 (Speyer)-DE,-0.0
572,Hradec Kralove - Brezhrad-CZ,PZ 50 (Köln)-DE,-0.0
573,Hradec Kralove - Brezhrad-CZ,PZ 04 (Radefeld/Leipzig)-DE,-0.0
574,Hradec Kralove - Brezhrad-CZ,PZ 90 (Feucht/Nürnberg)-DE,-0.0
575,Hradec Kralove - Brezhrad-CZ,PZ 77 (Lahr)-DE,-0.0
576,Hradec Kralove - Brezhrad-CZ,PZ 93 (Regensburg)-DE,-0.0
577,Hradec Kralove - Brezhrad-CZ,PZ 21 (Hamburg)-DE,-0.0
578,Hradec Kralove - Brezhrad-CZ,PZ 46 (Dorsten)-DE,-0.0
579,Hradec Kralove - Brezhrad-CZ,PZ 58 (Hagen)-DE,-0.0
580,Hradec Kralove - Brezhrad-CZ,PZ 08 (Neumark)-DE,-0.0
581,Hradec Kralove - Brezhrad-CZ,PZ 47 (Krefeld)-DE,-0.0
582,Hradec Kralove - Brezhrad-CZ,PZ 15 (Rüdersdorf)-DE,-0.0
583,Hradec Kralove - Brezhrad-CZ,PZ 24 (Neumünster)-DE,-0.0
584,Hradec Kralove - Brezhrad-CZ,PZ 44 (Bochum) [im Bau]-DE,-0.0
585,Ricany -CZ,PZ 67 (Speyer)-DE,-0.0
586,Ricany -CZ,PZ 50 (Köln)-DE,-0.0
587,Ricany -CZ,PZ 04 (Radefeld/Leipzig)-DE,-0.0
588,Ricany -CZ,PZ 90 (Feucht/Nürnberg)-DE,-0.0
589,Ricany -CZ,PZ 77 (Lahr)-DE,-0.0
590,Ricany -CZ,PZ 93 (Regensburg)-DE,-0.0
591,Ricany -CZ,PZ 21 (Hamburg)-DE,-0.0
592,Ricany -CZ,PZ 46 (Dorsten)-DE,-0.0
593,Ricany -CZ,PZ 58 (Hagen)-DE,-0.0
594,Ricany -CZ,PZ 08 (Neumark)-DE,-0.0
595,Ricany -CZ,PZ 47 (Krefeld)-DE,-0.0
596,Ricany -CZ,PZ 15 (Rüdersdorf)-DE,-0.0
597,Ricany -CZ,PZ 24 (Neumünster)-DE,-0.0
598,Ricany -CZ,PZ 44 (Bochum) [im Bau]-DE,-0.0
599,Zlin-CZ,PZ 67 (Speyer)-DE,-0.0
600,Zlin-CZ,PZ 50 (Köln)-DE,-0.0
601,Zlin-CZ,PZ 04 (Radefeld/Leipzig)-DE,-0.0
602,Zlin-CZ,PZ 90 (Feucht/Nürnberg)-DE,-0.0
603,Zlin-CZ,PZ 77 (Lahr)-DE,-0.0
604,Zlin-CZ,PZ 93 (Regensburg)-DE,-0.0
605,Zlin-CZ,PZ 21 (Hamburg)-DE,-0.0
606,Zlin-CZ,PZ 46 (Dorsten)-DE,-0.0
607,Zlin-CZ,PZ 58 (Hagen)-DE,-0.0
608,Zlin-CZ,PZ 08 (Neumark)-DE,-0.0
609,Zlin-CZ,PZ 47 (Krefeld)-DE,-0.0
610,Zlin-CZ,PZ 15 (Rüdersdorf)-DE,-0.0
611,Zlin-CZ,PZ 24 (Neumünster)-DE,-0.0
612,Zlin-CZ,PZ 44 (Bochum) [im Bau]-DE,-0.0
613,Olomouc-CZ,PZ 67 (Speyer)-DE,-0.0
614,Olomouc-CZ,PZ 50 (Köln)-DE,-0.0
615,Olomouc-CZ,PZ 04 (Radefeld/Leipzig)-DE,-0.0
616,Olomouc-CZ,PZ 90 (Feucht/Nürnberg)-DE,-0.0
617,Olomouc-CZ,PZ 77 (Lahr)-DE,-0.0
618,Olomouc-CZ,PZ 93 (Regensburg)-DE,-0.0
619,Olomouc-CZ,PZ 21 (Hamburg)-DE,-0.0
620,Olomouc-CZ,PZ 46 (Dorsten)-DE,-0.0
621,Olomouc-CZ,PZ 58 (Hagen)-DE,-0.0
622,Olomouc-CZ,PZ 08 (Neumark)-DE,-0.0
623,Olomouc-CZ,PZ 47 (Krefeld)-DE,-0.0
624,Olomouc-CZ,PZ 15 (Rüdersdorf)-DE,-0.0
625,Olomouc-CZ,PZ 24 (Neumünster)-DE,-0.0
626,Olomouc-CZ,PZ 44 (Bochum) [im Bau]-DE,-0.0
627,Brno-CZ,Barcelona-ES,-0.0
628,Brno-CZ,Madrid-ES,-0.0
629,Brno-CZ,Araba (Vitoria)-ES,-0.0
630,Ostrava-CZ,Barcelona-ES,-0.0
631,Ostrava-CZ,Madrid-ES,-0.0
632,Ostrava-CZ,Araba (Vitoria)-ES,-0.0
633,Krupka 1-CZ,Barcelona-ES,-0.0
634,Krupka 1-CZ,Madrid-ES,-0.0
635,Krupka 1-CZ,Araba (Vitoria)-ES,-0.0
636,Plzen 1-CZ,Barcelona-ES,1.0
637,Plzen 1-CZ,Madrid-ES,-0.0
638,Plzen 1-CZ,Araba (Vitoria)-ES,-0.0
639,Hradec Kralove - Brezhrad-CZ,Barcelona-ES,-0.0
640,Hradec Kralove - Brezhrad-CZ,Madrid-ES,-0.0
641,Hradec Kralove - Brezhrad-CZ,Araba (Vitoria)-ES,-0.0
642,Ricany -CZ,Barcelona-ES,-0.0
643,Ricany -CZ,Madrid-ES,-0.0
644,Ricany -CZ,Araba (Vitoria)-ES,-0.0
645,Zlin-CZ,Barcelona-ES,-0.0
646,Zlin-CZ,Madrid-ES,-0.0
647,Zlin-CZ,Araba (Vitoria)-ES,-0.0
648,Olomouc-CZ,Barcelona-ES,-0.0
649,Olomouc-CZ,Madrid-ES,-0.0
650,Olomouc-CZ,Araba (Vitoria)-ES,-0.0
651,Brno-CZ,Lieto (Turku)-FL,-0.0
652,Brno-CZ,Vantaa (Helsinki)-FL,-0.0
653,Ostrava-CZ,Lieto (Turku)-FL,-0.0
654,Ostrava-CZ,Vantaa (Helsinki)-FL,-0.0
655,Krupka 1-CZ,Lieto (Turku)-FL,-0.0
656,Krupka 1-CZ,Vantaa (Helsinki)-FL,-0.0
657,Plzen 1-CZ,Lieto (Turku)-FL,-0.0
658,Plzen 1-CZ,Vantaa (Helsinki)-FL,-0.0
659,Hradec Kralove - Brezhrad-CZ,Lieto (Turku)-FL,-0.0
660,Hradec Kralove - Brezhrad-CZ,Vantaa (Helsinki)-FL,0.0
661,Ricany -CZ,Lieto (Turku)-FL,-0.0
662,Ricany -CZ,Vantaa (Helsinki)-FL,-0.0
663,Zlin-CZ,Lieto (Turku)-FL,-0.0
664,Zlin-CZ,Vantaa (Helsinki)-FL,-0.0
665,Olomouc-CZ,Lieto (Turku)-FL,-0.0
666,Olomouc-CZ,Vantaa (Helsinki)-FL,-0.0
667,Brno-CZ,Budapest OLK-HU,1.0
668,Brno-CZ,Budapest NPKK (OE)-HU,-0.0
669,Ostrava-CZ,Budapest OLK-HU,-0.0
670,Ostrava-CZ,Budapest NPKK (OE)-HU,-0.0
671,Krupka 1-CZ,Budapest OLK-HU,-0.0
672,Krupka 1-CZ,Budapest NPKK (OE)-HU,-0.0
673,Plzen 1-CZ,Budapest OLK-HU,-0.0
674,Plzen 1-CZ,Budapest NPKK (OE)-HU,-0.0
675,Hradec Kralove - Brezhrad-CZ,Budapest OLK-HU,-0.0
676,Hradec Kralove - Brezhrad-CZ,Budapest NPKK (OE)-HU,-0.0
677,Ricany -CZ,Budapest OLK-HU,-0.0
678,Ricany -CZ,Budapest NPKK (OE)-HU,-0.0
679,Zlin-CZ,Budapest OLK-HU,-0.0
680,Zlin-CZ,Budapest NPKK (OE)-HU,-0.0
681,Olomouc-CZ,Budapest OLK-HU,-0.0
682,Olomouc-CZ,Budapest NPKK (OE)-HU,-0.0
683,Brno-CZ,Portlaoise-IE,-0.0
684,Brno-CZ,Dublin-IE,-0.0
685,Ostrava-CZ,Portlaoise-IE,-0.0
686,Ostrava-CZ,Dublin-IE,-0.0
687,Krupka 1-CZ,Portlaoise-IE,-0.0
688,Krupka 1-CZ,Dublin-IE,-0.0
689,Plzen 1-CZ,Portlaoise-IE,-0.0
690,Plzen 1-CZ,Dublin-IE,-0.0
691,Hradec Kralove - Brezhrad-CZ,Portlaoise-IE,-0.0
692,Hradec Kralove - Brezhrad-CZ,Dublin-IE,0.0
693,Ricany -CZ,Portlaoise-IE,-0.0
694,Ricany -CZ,Dublin-IE,-0.0
695,Zlin-CZ,Portlaoise-IE,-0.0
696,Zlin-CZ,Dublin-IE,-0.0
697,Olomouc-CZ,Portlaoise-IE,-0.0
698,Olomouc-CZ,Dublin-IE,-0.0
699,Brno-CZ,Kaunas-LT,-0.0
700,Ostrava-CZ,Kaunas-LT,-0.0
701,Krupka 1-CZ,Kaunas-LT,-0.0
702,Plzen 1-CZ,Kaunas-LT,-0.0
703,Hradec Kralove - Brezhrad-CZ,Kaunas-LT,-0.0
704,Ricany -CZ,Kaunas-LT,-0.0
705,Zlin-CZ,Kaunas-LT,-0.0
706,Olomouc-CZ,Kaunas-LT,-0.0
707,Brno-CZ,Suwałki (Ełk)-PL,-0.0
708,Brno-CZ,Poznań-PL,-0.0
709,Brno-CZ,Zabrze-PL,-0.0
710,Brno-CZ,Koninko-PL,-0.0
711,Brno-CZ,Wrocław-PL,-0.0
712,Brno-CZ,Bydgoszcz (Solec Kujawski)-PL,-0.0
713,Ostrava-CZ,Suwałki (Ełk)-PL,-0.0
714,Ostrava-CZ,Poznań-PL,-0.0
715,Ostrava-CZ,Zabrze-PL,1.0
716,Ostrava-CZ,Koninko-PL,-0.0
717,Ostrava-CZ,Wrocław-PL,-0.0
718,Ostrava-CZ,Bydgoszcz (Solec Kujawski)-PL,-0.0
719,Krupka 1-CZ,Suwałki (Ełk)-PL,-0.0
720,Krupka 1-CZ,Poznań-PL,-0.0
721,Krupka 1-CZ,Zabrze-PL,-0.0
722,Krupka 1-CZ,Koninko-PL,-0.0
723,Krupka 1-CZ,Wrocław-PL,-0.0
724,Krupka 1-CZ,Bydgoszcz (Solec Kujawski)-PL,-0.0
725,Plzen 1-CZ,Suwałki (Ełk)-PL,-0.0
726,Plzen 1-CZ,Poznań-PL,-0.0
727,Plzen 1-CZ,Zabrze-PL,-0.0
728,Plzen 1-CZ,Koninko-PL,-0.0
729,Plzen 1-CZ,Wrocław-PL,-0.0
730,Plzen 1-CZ,Bydgoszcz (Solec Kujawski)-PL,-0.0
731,Hradec Kralove - Brezhrad-CZ,Suwałki (Ełk)-PL,-0.0
732,Hradec Kralove - Brezhrad-CZ,Poznań-PL,-0.0
733,Hradec Kralove - Brezhrad-CZ,Zabrze-PL,-0.0
734,Hradec Kralove - Brezhrad-CZ,Koninko-PL,-0.0
735,Hradec Kralove - Brezhrad-CZ,Wrocław-PL,-0.0
736,Hradec Kralove - Brezhrad-CZ,Bydgoszcz (Solec Kujawski)-PL,-0.0
737,Ricany -CZ,Suwałki (Ełk)-PL,-0.0
738,Ricany -CZ,Poznań-PL,-0.0
739,Ricany -CZ,Zabrze-PL,-0.0
740,Ricany -CZ,Koninko-PL,-0.0
741,Ricany -CZ,Wrocław-PL,-0.0
742,Ricany -CZ,Bydgoszcz (Solec Kujawski)-PL,-0.0
743,Zlin-CZ,Suwałki (Ełk)-PL,-0.0
744,Zlin-CZ,Poznań-PL,-0.0
745,Zlin-CZ,Zabrze-PL,-0.0
746,Zlin-CZ,Koninko-PL,-0.0
747,Zlin-CZ,Wrocław-PL,-0.0
748,Zlin-CZ,Bydgoszcz (Solec Kujawski)-PL,-0.0
749,Olomouc-CZ,Suwałki (Ełk)-PL,-0.0
750,Olomouc-CZ,Poznań-PL,-0.0
751,Olomouc-CZ,Zabrze-PL,-0.0
752,Olomouc-CZ,Koninko-PL,-0.0
753,Olomouc-CZ,Wrocław-PL,-0.0
754,Olomouc-CZ,Bydgoszcz (Solec Kujawski)-PL,-0.0
755,Brno-CZ,Lisboa-PT,0.0
756,Ostrava-CZ,Lisboa-PT,-0.0
757,Krupka 1-CZ,Lisboa-PT,0.0
758,Plzen 1-CZ,Lisboa-PT,-0.0
759,Hradec Kralove - Brezhrad-CZ,Lisboa-PT,-0.0
760,Ricany -CZ,Lisboa-PT,-0.0
761,Zlin-CZ,Lisboa-PT,-0.0
762,Olomouc-CZ,Lisboa-PT,-0.0
763,Brno-CZ,Göteborg-SE,-0.0
764,Brno-CZ,Stockholm - Västberga-SE,-0.0
765,Brno-CZ,Helsingborg-SE,-0.0
766,Brno-CZ,Arlöv-SE,-0.0
767,Brno-CZ,Malmö-SE,-0.0
768,Ostrava-CZ,Göteborg-SE,-0.0
769,Ostrava-CZ,Stockholm - Västberga-SE,-0.0
770,Ostrava-CZ,Helsingborg-SE,-0.0
771,Ostrava-CZ,Arlöv-SE,-0.0
772,Ostrava-CZ,Malmö-SE,-0.0
773,Krupka 1-CZ,Göteborg-SE,-0.0
774,Krupka 1-CZ,Stockholm - Västberga-SE,-0.0
775,Krupka 1-CZ,Helsingborg-SE,-0.0
776,Krupka 1-CZ,Arlöv-SE,-0.0
777,Krupka 1-CZ,Malmö-SE,-0.0
778,Plzen 1-CZ,Göteborg-SE,-0.0
779,Plzen 1-CZ,Stockholm - Västberga-SE,-0.0
780,Plzen 1-CZ,Helsingborg-SE,-0.0
781,Plzen 1-CZ,Arlöv-SE,-0.0
782,Plzen 1-CZ,Malmö-SE,-0.0
783,Hradec Kralove - Brezhrad-CZ,Göteborg-SE,-0.0
784,Hradec Kralove - Brezhrad-CZ,Stockholm - Västberga-SE,-0.0
785,Hradec Kralove - Brezhrad-CZ,Helsingborg-SE,-0.0
786,Hradec Kralove - Brezhrad-CZ,Arlöv-SE,-0.0
787,Hradec Kralove - Brezhrad-CZ,Malmö-SE,-0.0
788,Ricany -CZ,Göteborg-SE,-0.0
789,Ricany -CZ,Stockholm - Västberga-SE,-0.0
790,Ricany -CZ,Helsingborg-SE,-0.0
791,Ricany -CZ,Arlöv-SE,0.0
792,Ricany -CZ,Malmö-SE,-0.0
793,Zlin-CZ,Göteborg-SE,-0.0
794,Zlin-CZ,Stockholm - Västberga-SE,-0.0
795,Zlin-CZ,Helsingborg-SE,-0.0
796,Zlin-CZ,Arlöv-SE,-0.0
797,Zlin-CZ,Malmö-SE,-0.0
798,Olomouc-CZ,Göteborg-SE,-0.0
799,Olomouc-CZ,Stockholm - Västberga-SE,-0.0
800,Olomouc-CZ,Helsingborg-SE,-0.0
801,Olomouc-CZ,Arlöv-SE,-0.0
802,Olomouc-CZ,Malmö-SE,-0.0
803,PZ 67 (Speyer)-DE,Hub Wien I-AT,-0.0
804,PZ 67 (Speyer)-DE,Hub Wien II-AT,-0.0
805,PZ 67 (Speyer)-DE,Hub Graz-AT,-0.0
806,PZ 67 (Speyer)-DE,Hagenbrunn-AT,-0.0
807,PZ 67 (Speyer)-DE,Allhaming-AT,-0.0
808,PZ 67 (Speyer)-DE,Enns-AT,-0.0
809,PZ 67 (Speyer)-DE,Wernberg-AT,-0.0
810,PZ 67 (Speyer)-DE,Wals-AT,-0.0
811,PZ 67 (Speyer)-DE,Hall in Tirol-AT,-0.0
812,PZ 67 (Speyer)-DE,Liesing-AT,-0.0
813,PZ 67 (Speyer)-DE,Wundschuh-AT,-0.0
814,PZ 50 (Köln)-DE,Hub Wien I-AT,-0.0
815,PZ 50 (Köln)-DE,Hub Wien II-AT,-0.0
816,PZ 50 (Köln)-DE,Hub Graz-AT,-0.0
817,PZ 50 (Köln)-DE,Hagenbrunn-AT,-0.0
818,PZ 50 (Köln)-DE,Allhaming-AT,-0.0
819,PZ 50 (Köln)-DE,Enns-AT,-0.0
820,PZ 50 (Köln)-DE,Wernberg-AT,-0.0
821,PZ 50 (Köln)-DE,Wals-AT,-0.0
822,PZ 50 (Köln)-DE,Hall in Tirol-AT,-0.0
823,PZ 50 (Köln)-DE,Liesing-AT,-0.0
824,PZ 50 (Köln)-DE,Wundschuh-AT,-0.0
825,PZ 04 (Radefeld/Leipzig)-DE,Hub Wien I-AT,-0.0
826,PZ 04 (Radefeld/Leipzig)-DE,Hub Wien II-AT,-0.0
827,PZ 04 (Radefeld/Leipzig)-DE,Hub Graz-AT,-0.0
828,PZ 04 (Radefeld/Leipzig)-DE,Hagenbrunn-AT,-0.0
829,PZ 04 (Radefeld/Leipzig)-DE,Allhaming-AT,-0.0
830,PZ 04 (Radefeld/Leipzig)-DE,Enns-AT,-0.0
831,PZ 04 (Radefeld/Leipzig)-DE,Wernberg-AT,-0.0
832,PZ 04 (Radefeld/Leipzig)-DE,Wals-AT,-0.0
833,PZ 04 (Radefeld/Leipzig)-DE,Hall in Tirol-AT,-0.0
834,PZ 04 (Radefeld/Leipzig)-DE,Liesing-AT,-0.0
835,PZ 04 (Radefeld/Leipzig)-DE,Wundschuh-AT,-0.0
836,PZ 90 (Feucht/Nürnberg)-DE,Hub Wien I-AT,-0.0
837,PZ 90 (Feucht/Nürnberg)-DE,Hub Wien II-AT,-0.0
838,PZ 90 (Feucht/Nürnberg)-DE,Hub Graz-AT,-0.0
839,PZ 90 (Feucht/Nürnberg)-DE,Hagenbrunn-AT,-0.0
840,PZ 90 (Feucht/Nürnberg)-DE,Allhaming-AT,-0.0
841,PZ 90 (Feucht/Nürnberg)-DE,Enns-AT,-0.0
842,PZ 90 (Feucht/Nürnberg)-DE,Wernberg-AT,-0.0
843,PZ 90 (Feucht/Nürnberg)-DE,Wals-AT,-0.0
844,PZ 90 (Feucht/Nürnberg)-DE,Hall in Tirol-AT,-0.0
845,PZ 90 (Feucht/Nürnberg)-DE,Liesing-AT,-0.0
846,PZ 90 (Feucht/Nürnberg)-DE,Wundschuh-AT,-0.0
847,PZ 77 (Lahr)-DE,Hub Wien I-AT,-0.0
848,PZ 77 (Lahr)-DE,Hub Wien II-AT,-0.0
849,PZ 77 (Lahr)-DE,Hub Graz-AT,-0.0
850,PZ 77 (Lahr)-DE,Hagenbrunn-AT,-0.0
851,PZ 77 (Lahr)-DE,Allhaming-AT,-0.0
852,PZ 77 (Lahr)-DE,Enns-AT,-0.0
853,PZ 77 (Lahr)-DE,Wernberg-AT,-0.0
854,PZ 77 (Lahr)-DE,Wals-AT,-0.0
855,PZ 77 (Lahr)-DE,Hall in Tirol-AT,-0.0
856,PZ 77 (Lahr)-DE,Liesing-AT,-0.0
857,PZ 77 (Lahr)-DE,Wundschuh-AT,-0.0
858,PZ 93 (Regensburg)-DE,Hub Wien I-AT,-0.0
859,PZ 93 (Regensburg)-DE,Hub Wien II-AT,-0.0
860,PZ 93 (Regensburg)-DE,Hub Graz-AT,-0.0
861,PZ 93 (Regensburg)-DE,Hagenbrunn-AT,-0.0
862,PZ 93 (Regensburg)-DE,Allhaming-AT,-0.0
863,PZ 93 (Regensburg)-DE,Enns-AT,-0.0
864,PZ 93 (Regensburg)-DE,Wernberg-AT,-0.0
865,PZ 93 (Regensburg)-DE,Wals-AT,1.0
866,PZ 93 (Regensburg)-DE,Hall in Tirol-AT,-0.0
867,PZ 93 (Regensburg)-DE,Liesing-AT,-0.0
868,PZ 93 (Regensburg)-DE,Wundschuh-AT,-0.0
869,PZ 21 (Hamburg)-DE,Hub Wien I-AT,-0.0
870,PZ 21 (Hamburg)-DE,Hub Wien II-AT,-0.0
871,PZ 21 (Hamburg)-DE,Hub Graz-AT,-0.0
872,PZ 21 (Hamburg)-DE,Hagenbrunn-AT,-0.0
873,PZ 21 (Hamburg)-DE,Allhaming-AT,-0.0
874,PZ 21 (Hamburg)-DE,Enns-AT,-0.0
875,PZ 21 (Hamburg)-DE,Wernberg-AT,-0.0
876,PZ 21 (Hamburg)-DE,Wals-AT,-0.0
877,PZ 21 (Hamburg)-DE,Hall in Tirol-AT,-0.0
878,PZ 21 (Hamburg)-DE,Liesing-AT,-0.0
879,PZ 21 (Hamburg)-DE,Wundschuh-AT,-0.0
880,PZ 46 (Dorsten)-DE,Hub Wien I-AT,-0.0
881,PZ 46 (Dorsten)-DE,Hub Wien II-AT,-0.0
882,PZ 46 (Dorsten)-DE,Hub Graz-AT,-0.0
883,PZ 46 (Dorsten)-DE,Hagenbrunn-AT,-0.0
884,PZ 46 (Dorsten)-DE,Allhaming-AT,-0.0
885,PZ 46 (Dorsten)-DE,Enns-AT,-0.0
886,PZ 46 (Dorsten)-DE,Wernberg-AT,-0.0
887,PZ 46 (Dorsten)-DE,Wals-AT,-0.0
888,PZ 46 (Dorsten)-DE,Hall in Tirol-AT,-0.0
889,PZ 46 (Dorsten)-DE,Liesing-AT,-0.0
890,PZ 46 (Dorsten)-DE,Wundschuh-AT,-0.0
891,PZ 58 (Hagen)-DE,Hub Wien I-AT,-0.0
892,PZ 58 (Hagen)-DE,Hub Wien II-AT,-0.0
893,PZ 58 (Hagen)-DE,Hub Graz-AT,-0.0
894,PZ 58 (Hagen)-DE,Hagenbrunn-AT,-0.0
895,PZ 58 (Hagen)-DE,Allhaming-AT,-0.0
896,PZ 58 (Hagen)-DE,Enns-AT,-0.0
897,PZ 58 (Hagen)-DE,Wernberg-AT,-0.0
898,PZ 58 (Hagen)-DE,Wals-AT,-0.0
899,PZ 58 (Hagen)-DE,Hall in Tirol-AT,-0.0
