,0,1,2,3
17444,Slough-GB,Kaunas-LT,Co-loading,0
17445,Ryton Gateway-GB,Kaunas-LT,2 Swap Bodies,0
17446,Ryton Gateway-GB,Kaunas-LT,Swap Body,0
17447,Ryton Gateway-GB,Kaunas-LT,Trailer,0
17448,Ryton Gateway-GB,Kaunas-LT,Van,0
17449,Ryton Gateway-GB,Kaunas-LT,Co-loading,0
17450,Slough-GB,Bettembourg-LU,2 Swap Bodies,0
17451,Slough-GB,Bettembourg-LU,Swap Body,0
17452,Slough-GB,Bettembourg-LU,Trailer,0
17453,Slough-GB,Bettembourg-LU,Van,1
17454,Slough-GB,Bettembourg-LU,Co-loading,0
17455,Ryton Gateway-GB,Bettembourg-LU,2 Swap Bodies,0
17456,Ryton Gateway-GB,Bettembourg-LU,Swap Body,0
17457,Ryton Gateway-GB,Bettembourg-LU,Trailer,0
17458,Ryton Gateway-GB,Bettembourg-LU,Van,0
17459,Ryton Gateway-GB,Bettembourg-LU,Co-loading,0
17460,Slough-GB,Eindhoven-Noord-NL,2 Swap Bodies,2
17461,Slough-GB,Eindhoven-Noord-NL,Swap Body,1
17462,Slough-GB,Eindhoven-Noord-NL,Trailer,0
17463,Slough-GB,Eindhoven-Noord-NL,Van,0
17464,Slough-GB,Eindhoven-Noord-NL,Co-loading,0
17465,Slough-GB,Zaltbommel-NL,2 Swap Bodies,0
17466,Slough-GB,Zaltbommel-NL,Swap Body,0
17467,Slough-GB,Zaltbommel-NL,Trailer,0
17468,Slough-GB,Zaltbommel-NL,Van,0
17469,Slough-GB,Zaltbommel-NL,Co-loading,0
17470,Ryton Gateway-GB,Eindhoven-Noord-NL,2 Swap Bodies,0
17471,Ryton Gateway-GB,Eindhoven-Noord-NL,Swap Body,0
17472,Ryton Gateway-GB,Eindhoven-Noord-NL,Trailer,0
17473,Ryton Gateway-GB,Eindhoven-Noord-NL,Van,0
17474,Ryton Gateway-GB,Eindhoven-Noord-NL,Co-loading,0
17475,Ryton Gateway-GB,Zaltbommel-NL,2 Swap Bodies,0
17476,Ryton Gateway-GB,Zaltbommel-NL,Swap Body,0
17477,Ryton Gateway-GB,Zaltbommel-NL,Trailer,0
17478,Ryton Gateway-GB,Zaltbommel-NL,Van,0
17479,Ryton Gateway-GB,Zaltbommel-NL,Co-loading,0
17480,Slough-GB,Suwałki (Ełk)-PL,2 Swap Bodies,0
17481,Slough-GB,Suwałki (Ełk)-PL,Swap Body,0
17482,Slough-GB,Suwałki (Ełk)-PL,Trailer,0
17483,Slough-GB,Suwałki (Ełk)-PL,Van,0
17484,Slough-GB,Suwałki (Ełk)-PL,Co-loading,0
17485,Slough-GB,Poznań-PL,2 Swap Bodies,0
17486,Slough-GB,Poznań-PL,Swap Body,0
17487,Slough-GB,Poznań-PL,Trailer,0
17488,Slough-GB,Poznań-PL,Van,0
17489,Slough-GB,Poznań-PL,Co-loading,0
17490,Slough-GB,Zabrze-PL,2 Swap Bodies,0
17491,Slough-GB,Zabrze-PL,Swap Body,0
17492,Slough-GB,Zabrze-PL,Trailer,0
17493,Slough-GB,Zabrze-PL,Van,0
17494,Slough-GB,Zabrze-PL,Co-loading,0
17495,Slough-GB,Koninko-PL,2 Swap Bodies,0
17496,Slough-GB,Koninko-PL,Swap Body,0
17497,Slough-GB,Koninko-PL,Trailer,0
17498,Slough-GB,Koninko-PL,Van,0
17499,Slough-GB,Koninko-PL,Co-loading,0
17500,Slough-GB,Wrocław-PL,2 Swap Bodies,0
17501,Slough-GB,Wrocław-PL,Swap Body,0
17502,Slough-GB,Wrocław-PL,Trailer,0
17503,Slough-GB,Wrocław-PL,Van,0
17504,Slough-GB,Wrocław-PL,Co-loading,0
17505,Slough-GB,Bydgoszcz (Solec Kujawski)-PL,2 Swap Bodies,0
17506,Slough-GB,Bydgoszcz (Solec Kujawski)-PL,Swap Body,0
17507,Slough-GB,Bydgoszcz (Solec Kujawski)-PL,Trailer,0
17508,Slough-GB,Bydgoszcz (Solec Kujawski)-PL,Van,0
17509,Slough-GB,Bydgoszcz (Solec Kujawski)-PL,Co-loading,0
17510,Ryton Gateway-GB,Suwałki (Ełk)-PL,2 Swap Bodies,0
17511,Ryton Gateway-GB,Suwałki (Ełk)-PL,Swap Body,0
17512,Ryton Gateway-GB,Suwałki (Ełk)-PL,Trailer,0
17513,Ryton Gateway-GB,Suwałki (Ełk)-PL,Van,0
17514,Ryton Gateway-GB,Suwałki (Ełk)-PL,Co-loading,0
17515,Ryton Gateway-GB,Poznań-PL,2 Swap Bodies,0
17516,Ryton Gateway-GB,Poznań-PL,Swap Body,0
17517,Ryton Gateway-GB,Poznań-PL,Trailer,0
17518,Ryton Gateway-GB,Poznań-PL,Van,0
17519,Ryton Gateway-GB,Poznań-PL,Co-loading,0
17520,Ryton Gateway-GB,Zabrze-PL,2 Swap Bodies,0
17521,Ryton Gateway-GB,Zabrze-PL,Swap Body,0
17522,Ryton Gateway-GB,Zabrze-PL,Trailer,0
17523,Ryton Gateway-GB,Zabrze-PL,Van,0
17524,Ryton Gateway-GB,Zabrze-PL,Co-loading,0
17525,Ryton Gateway-GB,Koninko-PL,2 Swap Bodies,0
17526,Ryton Gateway-GB,Koninko-PL,Swap Body,0
17527,Ryton Gateway-GB,Koninko-PL,Trailer,0
17528,Ryton Gateway-GB,Koninko-PL,Van,0
17529,Ryton Gateway-GB,Koninko-PL,Co-loading,0
17530,Ryton Gateway-GB,Wrocław-PL,2 Swap Bodies,0
17531,Ryton Gateway-GB,Wrocław-PL,Swap Body,0
17532,Ryton Gateway-GB,Wrocław-PL,Trailer,0
17533,Ryton Gateway-GB,Wrocław-PL,Van,0
17534,Ryton Gateway-GB,Wrocław-PL,Co-loading,0
17535,Ryton Gateway-GB,Bydgoszcz (Solec Kujawski)-PL,2 Swap Bodies,0
17536,Ryton Gateway-GB,Bydgoszcz (Solec Kujawski)-PL,Swap Body,0
17537,Ryton Gateway-GB,Bydgoszcz (Solec Kujawski)-PL,Trailer,0
17538,Ryton Gateway-GB,Bydgoszcz (Solec Kujawski)-PL,Van,0
17539,Ryton Gateway-GB,Bydgoszcz (Solec Kujawski)-PL,Co-loading,0
17540,Slough-GB,Lisboa-PT,2 Swap Bodies,0
17541,Slough-GB,Lisboa-PT,Swap Body,0
17542,Slough-GB,Lisboa-PT,Trailer,0
17543,Slough-GB,Lisboa-PT,Van,0
17544,Slough-GB,Lisboa-PT,Co-loading,0
17545,Ryton Gateway-GB,Lisboa-PT,2 Swap Bodies,0
17546,Ryton Gateway-GB,Lisboa-PT,Swap Body,0
17547,Ryton Gateway-GB,Lisboa-PT,Trailer,0
17548,Ryton Gateway-GB,Lisboa-PT,Van,0
17549,Ryton Gateway-GB,Lisboa-PT,Co-loading,0
17550,Slough-GB,Oradea-RO,2 Swap Bodies,0
17551,Slough-GB,Oradea-RO,Swap Body,0
17552,Slough-GB,Oradea-RO,Trailer,0
17553,Slough-GB,Oradea-RO,Van,0
17554,Slough-GB,Oradea-RO,Co-loading,0
17555,Ryton Gateway-GB,Oradea-RO,2 Swap Bodies,0
17556,Ryton Gateway-GB,Oradea-RO,Swap Body,0
17557,Ryton Gateway-GB,Oradea-RO,Trailer,0
17558,Ryton Gateway-GB,Oradea-RO,Van,0
17559,Ryton Gateway-GB,Oradea-RO,Co-loading,0
17560,Slough-GB,Ljubljana-SI,2 Swap Bodies,0
17561,Slough-GB,Ljubljana-SI,Swap Body,0
17562,Slough-GB,Ljubljana-SI,Trailer,0
17563,Slough-GB,Ljubljana-SI,Van,0
17564,Slough-GB,Ljubljana-SI,Co-loading,0
17565,Ryton Gateway-GB,Ljubljana-SI,2 Swap Bodies,0
17566,Ryton Gateway-GB,Ljubljana-SI,Swap Body,0
17567,Ryton Gateway-GB,Ljubljana-SI,Trailer,0
17568,Ryton Gateway-GB,Ljubljana-SI,Van,0
17569,Ryton Gateway-GB,Ljubljana-SI,Co-loading,0
17570,Slough-GB,Zilina- Strecno-SK,2 Swap Bodies,0
17571,Slough-GB,Zilina- Strecno-SK,Swap Body,0
17572,Slough-GB,Zilina- Strecno-SK,Trailer,0
17573,Slough-GB,Zilina- Strecno-SK,Van,0
17574,Slough-GB,Zilina- Strecno-SK,Co-loading,0
17575,Slough-GB,Ivanka pri Dunaji-SK,2 Swap Bodies,0
17576,Slough-GB,Ivanka pri Dunaji-SK,Swap Body,0
17577,Slough-GB,Ivanka pri Dunaji-SK,Trailer,0
17578,Slough-GB,Ivanka pri Dunaji-SK,Van,1
17579,Slough-GB,Ivanka pri Dunaji-SK,Co-loading,0
17580,Ryton Gateway-GB,Zilina- Strecno-SK,2 Swap Bodies,0
17581,Ryton Gateway-GB,Zilina- Strecno-SK,Swap Body,0
17582,Ryton Gateway-GB,Zilina- Strecno-SK,Trailer,0
17583,Ryton Gateway-GB,Zilina- Strecno-SK,Van,0
17584,Ryton Gateway-GB,Zilina- Strecno-SK,Co-loading,0
17585,Ryton Gateway-GB,Ivanka pri Dunaji-SK,2 Swap Bodies,0
17586,Ryton Gateway-GB,Ivanka pri Dunaji-SK,Swap Body,0
17587,Ryton Gateway-GB,Ivanka pri Dunaji-SK,Trailer,0
17588,Ryton Gateway-GB,Ivanka pri Dunaji-SK,Van,0
17589,Ryton Gateway-GB,Ivanka pri Dunaji-SK,Co-loading,0
17590,Budapest OLK-HU,Hub Wien I-AT,2 Swap Bodies,0
17591,Budapest OLK-HU,Hub Wien I-AT,Swap Body,0
17592,Budapest OLK-HU,Hub Wien I-AT,Trailer,0
17593,Budapest OLK-HU,Hub Wien I-AT,Van,0
2664,PZ 90 (Feucht/Nürnberg)-DE,Oradea-RO,Co-loading,1
17595,Budapest OLK-HU,Hub Wien II-AT,2 Swap Bodies,0
17596,Budapest OLK-HU,Hub Wien II-AT,Swap Body,0
17597,Budapest OLK-HU,Hub Wien II-AT,Trailer,0
17598,Budapest OLK-HU,Hub Wien II-AT,Van,0
17599,Budapest OLK-HU,Hub Wien II-AT,Co-loading,0
17600,Budapest OLK-HU,Hub Graz-AT,2 Swap Bodies,0
17601,Budapest OLK-HU,Hub Graz-AT,Swap Body,0
17602,Budapest OLK-HU,Hub Graz-AT,Trailer,0
17603,Budapest OLK-HU,Hub Graz-AT,Van,0
17604,Budapest OLK-HU,Hub Graz-AT,Co-loading,0
17605,Budapest OLK-HU,Hagenbrunn-AT,2 Swap Bodies,0
17606,Budapest OLK-HU,Hagenbrunn-AT,Swap Body,0
17607,Budapest OLK-HU,Hagenbrunn-AT,Trailer,0
17608,Budapest OLK-HU,Hagenbrunn-AT,Van,0
17609,Budapest OLK-HU,Hagenbrunn-AT,Co-loading,0
17610,Budapest OLK-HU,Allhaming-AT,2 Swap Bodies,0
17611,Budapest OLK-HU,Allhaming-AT,Swap Body,0
17612,Budapest OLK-HU,Allhaming-AT,Trailer,0
17613,Budapest OLK-HU,Allhaming-AT,Van,0
17614,Budapest OLK-HU,Allhaming-AT,Co-loading,0
17615,Budapest OLK-HU,Enns-AT,2 Swap Bodies,0
17616,Budapest OLK-HU,Enns-AT,Swap Body,0
17617,Budapest OLK-HU,Enns-AT,Trailer,0
17618,Budapest OLK-HU,Enns-AT,Van,0
17619,Budapest OLK-HU,Enns-AT,Co-loading,0
17620,Budapest OLK-HU,Wernberg-AT,2 Swap Bodies,0
17621,Budapest OLK-HU,Wernberg-AT,Swap Body,0
17622,Budapest OLK-HU,Wernberg-AT,Trailer,0
17623,Budapest OLK-HU,Wernberg-AT,Van,0
17624,Budapest OLK-HU,Wernberg-AT,Co-loading,0
17625,Budapest OLK-HU,Wals-AT,2 Swap Bodies,0
17626,Budapest OLK-HU,Wals-AT,Swap Body,0
17627,Budapest OLK-HU,Wals-AT,Trailer,0
17628,Budapest OLK-HU,Wals-AT,Van,0
17629,Budapest OLK-HU,Wals-AT,Co-loading,0
17630,Budapest OLK-HU,Hall in Tirol-AT,2 Swap Bodies,0
17631,Budapest OLK-HU,Hall in Tirol-AT,Swap Body,0
17632,Budapest OLK-HU,Hall in Tirol-AT,Trailer,0
17633,Budapest OLK-HU,Hall in Tirol-AT,Van,0
17634,Budapest OLK-HU,Hall in Tirol-AT,Co-loading,0
17635,Budapest OLK-HU,Liesing-AT,2 Swap Bodies,0
17636,Budapest OLK-HU,Liesing-AT,Swap Body,0
17637,Budapest OLK-HU,Liesing-AT,Trailer,0
17638,Budapest OLK-HU,Liesing-AT,Van,0
17639,Budapest OLK-HU,Liesing-AT,Co-loading,0
17640,Budapest OLK-HU,Wundschuh-AT,2 Swap Bodies,0
17641,Budapest OLK-HU,Wundschuh-AT,Swap Body,0
17642,Budapest OLK-HU,Wundschuh-AT,Trailer,0
17643,Budapest OLK-HU,Wundschuh-AT,Van,0
17644,Budapest OLK-HU,Wundschuh-AT,Co-loading,0
17645,Budapest NPKK (OE)-HU,Hub Wien I-AT,2 Swap Bodies,0
17646,Budapest NPKK (OE)-HU,Hub Wien I-AT,Swap Body,0
17647,Budapest NPKK (OE)-HU,Hub Wien I-AT,Trailer,0
17648,Budapest NPKK (OE)-HU,Hub Wien I-AT,Van,0
17649,Budapest NPKK (OE)-HU,Hub Wien I-AT,Co-loading,0
17650,Budapest NPKK (OE)-HU,Hub Wien II-AT,2 Swap Bodies,0
17651,Budapest NPKK (OE)-HU,Hub Wien II-AT,Swap Body,0
17652,Budapest NPKK (OE)-HU,Hub Wien II-AT,Trailer,0
17653,Budapest NPKK (OE)-HU,Hub Wien II-AT,Van,0
17654,Budapest NPKK (OE)-HU,Hub Wien II-AT,Co-loading,0
17655,Budapest NPKK (OE)-HU,Hub Graz-AT,2 Swap Bodies,0
17656,Budapest NPKK (OE)-HU,Hub Graz-AT,Swap Body,0
17657,Budapest NPKK (OE)-HU,Hub Graz-AT,Trailer,0
17658,Budapest NPKK (OE)-HU,Hub Graz-AT,Van,0
17659,Budapest NPKK (OE)-HU,Hub Graz-AT,Co-loading,0
17660,Budapest NPKK (OE)-HU,Hagenbrunn-AT,2 Swap Bodies,0
17661,Budapest NPKK (OE)-HU,Hagenbrunn-AT,Swap Body,0
17662,Budapest NPKK (OE)-HU,Hagenbrunn-AT,Trailer,0
17663,Budapest NPKK (OE)-HU,Hagenbrunn-AT,Van,0
17664,Budapest NPKK (OE)-HU,Hagenbrunn-AT,Co-loading,0
17665,Budapest NPKK (OE)-HU,Allhaming-AT,2 Swap Bodies,0
17666,Budapest NPKK (OE)-HU,Allhaming-AT,Swap Body,0
17667,Budapest NPKK (OE)-HU,Allhaming-AT,Trailer,0
17668,Budapest NPKK (OE)-HU,Allhaming-AT,Van,0
17669,Budapest NPKK (OE)-HU,Allhaming-AT,Co-loading,0
17670,Budapest NPKK (OE)-HU,Enns-AT,2 Swap Bodies,0
17671,Budapest NPKK (OE)-HU,Enns-AT,Swap Body,0
17672,Budapest NPKK (OE)-HU,Enns-AT,Trailer,0
17673,Budapest NPKK (OE)-HU,Enns-AT,Van,0
17674,Budapest NPKK (OE)-HU,Enns-AT,Co-loading,0
17675,Budapest NPKK (OE)-HU,Wernberg-AT,2 Swap Bodies,0
17676,Budapest NPKK (OE)-HU,Wernberg-AT,Swap Body,0
17677,Budapest NPKK (OE)-HU,Wernberg-AT,Trailer,0
17678,Budapest NPKK (OE)-HU,Wernberg-AT,Van,0
17679,Budapest NPKK (OE)-HU,Wernberg-AT,Co-loading,0
17680,Budapest NPKK (OE)-HU,Wals-AT,2 Swap Bodies,0
17681,Budapest NPKK (OE)-HU,Wals-AT,Swap Body,0
17682,Budapest NPKK (OE)-HU,Wals-AT,Trailer,0
17683,Budapest NPKK (OE)-HU,Wals-AT,Van,0
17684,Budapest NPKK (OE)-HU,Wals-AT,Co-loading,0
17685,Budapest NPKK (OE)-HU,Hall in Tirol-AT,2 Swap Bodies,0
17686,Budapest NPKK (OE)-HU,Hall in Tirol-AT,Swap Body,0
17687,Budapest NPKK (OE)-HU,Hall in Tirol-AT,Trailer,0
17688,Budapest NPKK (OE)-HU,Hall in Tirol-AT,Van,0
17689,Budapest NPKK (OE)-HU,Hall in Tirol-AT,Co-loading,0
17690,Budapest NPKK (OE)-HU,Liesing-AT,2 Swap Bodies,0
17691,Budapest NPKK (OE)-HU,Liesing-AT,Swap Body,0
17692,Budapest NPKK (OE)-HU,Liesing-AT,Trailer,0
17693,Budapest NPKK (OE)-HU,Liesing-AT,Van,0
17694,Budapest NPKK (OE)-HU,Liesing-AT,Co-loading,0
17695,Budapest NPKK (OE)-HU,Wundschuh-AT,2 Swap Bodies,0
17696,Budapest NPKK (OE)-HU,Wundschuh-AT,Swap Body,0
17697,Budapest NPKK (OE)-HU,Wundschuh-AT,Trailer,0
17698,Budapest NPKK (OE)-HU,Wundschuh-AT,Van,0
17699,Budapest NPKK (OE)-HU,Wundschuh-AT,Co-loading,0
17700,Budapest OLK-HU,Brüssel-BE,2 Swap Bodies,0
17701,Budapest OLK-HU,Brüssel-BE,Swap Body,0
17702,Budapest OLK-HU,Brüssel-BE,Trailer,0
17703,Budapest OLK-HU,Brüssel-BE,Van,0
17704,Budapest OLK-HU,Brüssel-BE,Co-loading,0
17705,Budapest NPKK (OE)-HU,Brüssel-BE,2 Swap Bodies,0
17706,Budapest NPKK (OE)-HU,Brüssel-BE,Swap Body,0
17707,Budapest NPKK (OE)-HU,Brüssel-BE,Trailer,0
17708,Budapest NPKK (OE)-HU,Brüssel-BE,Van,0
17709,Budapest NPKK (OE)-HU,Brüssel-BE,Co-loading,0
17710,Budapest OLK-HU,Brno-CZ,2 Swap Bodies,0
17711,Budapest OLK-HU,Brno-CZ,Swap Body,0
17712,Budapest OLK-HU,Brno-CZ,Trailer,0
17713,Budapest OLK-HU,Brno-CZ,Van,1
17714,Budapest OLK-HU,Brno-CZ,Co-loading,0
17715,Budapest OLK-HU,Ostrava-CZ,2 Swap Bodies,0
17716,Budapest OLK-HU,Ostrava-CZ,Swap Body,0
17717,Budapest OLK-HU,Ostrava-CZ,Trailer,0
17718,Budapest OLK-HU,Ostrava-CZ,Van,0
17719,Budapest OLK-HU,Ostrava-CZ,Co-loading,0
17720,Budapest OLK-HU,Krupka 1-CZ,2 Swap Bodies,0
17721,Budapest OLK-HU,Krupka 1-CZ,Swap Body,0
17722,Budapest OLK-HU,Krupka 1-CZ,Trailer,0
17723,Budapest OLK-HU,Krupka 1-CZ,Van,0
17724,Budapest OLK-HU,Krupka 1-CZ,Co-loading,0
17725,Budapest OLK-HU,Plzen 1-CZ,2 Swap Bodies,0
17726,Budapest OLK-HU,Plzen 1-CZ,Swap Body,0
17727,Budapest OLK-HU,Plzen 1-CZ,Trailer,0
17728,Budapest OLK-HU,Plzen 1-CZ,Van,0
17729,Budapest OLK-HU,Plzen 1-CZ,Co-loading,0
17730,Budapest OLK-HU,Hradec Kralove - Brezhrad-CZ,2 Swap Bodies,0
17731,Budapest OLK-HU,Hradec Kralove - Brezhrad-CZ,Swap Body,0
17732,Budapest OLK-HU,Hradec Kralove - Brezhrad-CZ,Trailer,0
17733,Budapest OLK-HU,Hradec Kralove - Brezhrad-CZ,Van,0
17734,Budapest OLK-HU,Hradec Kralove - Brezhrad-CZ,Co-loading,0
17735,Budapest OLK-HU,Ricany -CZ,2 Swap Bodies,0
17736,Budapest OLK-HU,Ricany -CZ,Swap Body,0
17737,Budapest OLK-HU,Ricany -CZ,Trailer,0
17738,Budapest OLK-HU,Ricany -CZ,Van,0
17739,Budapest OLK-HU,Ricany -CZ,Co-loading,0
17740,Budapest OLK-HU,Zlin-CZ,2 Swap Bodies,0
17741,Budapest OLK-HU,Zlin-CZ,Swap Body,0
17742,Budapest OLK-HU,Zlin-CZ,Trailer,0
17743,Budapest OLK-HU,Zlin-CZ,Van,0
17744,Budapest OLK-HU,Zlin-CZ,Co-loading,0
17745,Budapest OLK-HU,Olomouc-CZ,2 Swap Bodies,0
17746,Budapest OLK-HU,Olomouc-CZ,Swap Body,0
17747,Budapest OLK-HU,Olomouc-CZ,Trailer,0
17748,Budapest OLK-HU,Olomouc-CZ,Van,0
17749,Budapest OLK-HU,Olomouc-CZ,Co-loading,0
17750,Budapest NPKK (OE)-HU,Brno-CZ,2 Swap Bodies,0
17751,Budapest NPKK (OE)-HU,Brno-CZ,Swap Body,0
17752,Budapest NPKK (OE)-HU,Brno-CZ,Trailer,0
17753,Budapest NPKK (OE)-HU,Brno-CZ,Van,0
17754,Budapest NPKK (OE)-HU,Brno-CZ,Co-loading,0
17755,Budapest NPKK (OE)-HU,Ostrava-CZ,2 Swap Bodies,0
17756,Budapest NPKK (OE)-HU,Ostrava-CZ,Swap Body,0
17757,Budapest NPKK (OE)-HU,Ostrava-CZ,Trailer,0
17758,Budapest NPKK (OE)-HU,Ostrava-CZ,Van,0
17759,Budapest NPKK (OE)-HU,Ostrava-CZ,Co-loading,0
17760,Budapest NPKK (OE)-HU,Krupka 1-CZ,2 Swap Bodies,0
17761,Budapest NPKK (OE)-HU,Krupka 1-CZ,Swap Body,0
17762,Budapest NPKK (OE)-HU,Krupka 1-CZ,Trailer,0
17763,Budapest NPKK (OE)-HU,Krupka 1-CZ,Van,0
17764,Budapest NPKK (OE)-HU,Krupka 1-CZ,Co-loading,0
17765,Budapest NPKK (OE)-HU,Plzen 1-CZ,2 Swap Bodies,0
17766,Budapest NPKK (OE)-HU,Plzen 1-CZ,Swap Body,0
17767,Budapest NPKK (OE)-HU,Plzen 1-CZ,Trailer,0
17768,Budapest NPKK (OE)-HU,Plzen 1-CZ,Van,0
17769,Budapest NPKK (OE)-HU,Plzen 1-CZ,Co-loading,0
17770,Budapest NPKK (OE)-HU,Hradec Kralove - Brezhrad-CZ,2 Swap Bodies,0
17771,Budapest NPKK (OE)-HU,Hradec Kralove - Brezhrad-CZ,Swap Body,0
17772,Budapest NPKK (OE)-HU,Hradec Kralove - Brezhrad-CZ,Trailer,0
17773,Budapest NPKK (OE)-HU,Hradec Kralove - Brezhrad-CZ,Van,0
17774,Budapest NPKK (OE)-HU,Hradec Kralove - Brezhrad-CZ,Co-loading,0
17775,Budapest NPKK (OE)-HU,Ricany -CZ,2 Swap Bodies,0
17776,Budapest NPKK (OE)-HU,Ricany -CZ,Swap Body,0
17777,Budapest NPKK (OE)-HU,Ricany -CZ,Trailer,0
17778,Budapest NPKK (OE)-HU,Ricany -CZ,Van,0
17779,Budapest NPKK (OE)-HU,Ricany -CZ,Co-loading,0
17780,Budapest NPKK (OE)-HU,Zlin-CZ,2 Swap Bodies,0
17781,Budapest NPKK (OE)-HU,Zlin-CZ,Swap Body,0
17782,Budapest NPKK (OE)-HU,Zlin-CZ,Trailer,0
17783,Budapest NPKK (OE)-HU,Zlin-CZ,Van,0
17784,Budapest NPKK (OE)-HU,Zlin-CZ,Co-loading,0
17785,Budapest NPKK (OE)-HU,Olomouc-CZ,2 Swap Bodies,0
17786,Budapest NPKK (OE)-HU,Olomouc-CZ,Swap Body,0
17787,Budapest NPKK (OE)-HU,Olomouc-CZ,Trailer,0
17788,Budapest NPKK (OE)-HU,Olomouc-CZ,Van,0
17789,Budapest NPKK (OE)-HU,Olomouc-CZ,Co-loading,0
17790,Budapest OLK-HU,PZ 67 (Speyer)-DE,2 Swap Bodies,0
17791,Budapest OLK-HU,PZ 67 (Speyer)-DE,Swap Body,0
17792,Budapest OLK-HU,PZ 67 (Speyer)-DE,Trailer,0
17793,Budapest OLK-HU,PZ 67 (Speyer)-DE,Van,0
17794,Budapest OLK-HU,PZ 67 (Speyer)-DE,Co-loading,0
17795,Budapest OLK-HU,PZ 50 (Köln)-DE,2 Swap Bodies,0
17796,Budapest OLK-HU,PZ 50 (Köln)-DE,Swap Body,0
17797,Budapest OLK-HU,PZ 50 (Köln)-DE,Trailer,0
17798,Budapest OLK-HU,PZ 50 (Köln)-DE,Van,0
17799,Budapest OLK-HU,PZ 50 (Köln)-DE,Co-loading,0
17800,Budapest OLK-HU,PZ 04 (Radefeld/Leipzig)-DE,2 Swap Bodies,0
17801,Budapest OLK-HU,PZ 04 (Radefeld/Leipzig)-DE,Swap Body,0
17802,Budapest OLK-HU,PZ 04 (Radefeld/Leipzig)-DE,Trailer,0
17803,Budapest OLK-HU,PZ 04 (Radefeld/Leipzig)-DE,Van,0
17804,Budapest OLK-HU,PZ 04 (Radefeld/Leipzig)-DE,Co-loading,0
17805,Budapest OLK-HU,PZ 90 (Feucht/Nürnberg)-DE,2 Swap Bodies,0
17806,Budapest OLK-HU,PZ 90 (Feucht/Nürnberg)-DE,Swap Body,0
17807,Budapest OLK-HU,PZ 90 (Feucht/Nürnberg)-DE,Trailer,0
17808,Budapest OLK-HU,PZ 90 (Feucht/Nürnberg)-DE,Van,0
11804,PZ 90 (Feucht/Nürnberg)-DE,Hub Wien I-AT,Co-loading,1
17810,Budapest OLK-HU,PZ 77 (Lahr)-DE,2 Swap Bodies,0
17811,Budapest OLK-HU,PZ 77 (Lahr)-DE,Swap Body,0
17812,Budapest OLK-HU,PZ 77 (Lahr)-DE,Trailer,0
17813,Budapest OLK-HU,PZ 77 (Lahr)-DE,Van,0
17814,Budapest OLK-HU,PZ 77 (Lahr)-DE,Co-loading,0
17815,Budapest OLK-HU,PZ 93 (Regensburg)-DE,2 Swap Bodies,0
17816,Budapest OLK-HU,PZ 93 (Regensburg)-DE,Swap Body,1
17817,Budapest OLK-HU,PZ 93 (Regensburg)-DE,Trailer,0
17818,Budapest OLK-HU,PZ 93 (Regensburg)-DE,Van,0
17819,Budapest OLK-HU,PZ 93 (Regensburg)-DE,Co-loading,0
17820,Budapest OLK-HU,PZ 21 (Hamburg)-DE,2 Swap Bodies,0
17821,Budapest OLK-HU,PZ 21 (Hamburg)-DE,Swap Body,0
17822,Budapest OLK-HU,PZ 21 (Hamburg)-DE,Trailer,0
17823,Budapest OLK-HU,PZ 21 (Hamburg)-DE,Van,0
17824,Budapest OLK-HU,PZ 21 (Hamburg)-DE,Co-loading,0
17825,Budapest OLK-HU,PZ 46 (Dorsten)-DE,2 Swap Bodies,0
17826,Budapest OLK-HU,PZ 46 (Dorsten)-DE,Swap Body,0
17827,Budapest OLK-HU,PZ 46 (Dorsten)-DE,Trailer,0
17828,Budapest OLK-HU,PZ 46 (Dorsten)-DE,Van,0
17829,Budapest OLK-HU,PZ 46 (Dorsten)-DE,Co-loading,0
17830,Budapest OLK-HU,PZ 58 (Hagen)-DE,2 Swap Bodies,0
17831,Budapest OLK-HU,PZ 58 (Hagen)-DE,Swap Body,0
17832,Budapest OLK-HU,PZ 58 (Hagen)-DE,Trailer,0
17833,Budapest OLK-HU,PZ 58 (Hagen)-DE,Van,0
17834,Budapest OLK-HU,PZ 58 (Hagen)-DE,Co-loading,0
17835,Budapest OLK-HU,PZ 08 (Neumark)-DE,2 Swap Bodies,0
17836,Budapest OLK-HU,PZ 08 (Neumark)-DE,Swap Body,0
17837,Budapest OLK-HU,PZ 08 (Neumark)-DE,Trailer,0
17838,Budapest OLK-HU,PZ 08 (Neumark)-DE,Van,0
17839,Budapest OLK-HU,PZ 08 (Neumark)-DE,Co-loading,0
17840,Budapest OLK-HU,PZ 47 (Krefeld)-DE,2 Swap Bodies,0
17841,Budapest OLK-HU,PZ 47 (Krefeld)-DE,Swap Body,0
17842,Budapest OLK-HU,PZ 47 (Krefeld)-DE,Trailer,0
17843,Budapest OLK-HU,PZ 47 (Krefeld)-DE,Van,0
17844,Budapest OLK-HU,PZ 47 (Krefeld)-DE,Co-loading,0
17845,Budapest OLK-HU,PZ 15 (Rüdersdorf)-DE,2 Swap Bodies,0
17846,Budapest OLK-HU,PZ 15 (Rüdersdorf)-DE,Swap Body,0
17847,Budapest OLK-HU,PZ 15 (Rüdersdorf)-DE,Trailer,0
17848,Budapest OLK-HU,PZ 15 (Rüdersdorf)-DE,Van,0
