,0,1,2,3
6414,Portlaoise-IE,Budapest OLK-HU,Co-loading,0
6415,Portlaoise-IE,Budapest NPKK (OE)-HU,2 Swap Bodies,0
6416,Portlaoise-IE,Budapest NPKK (OE)-HU,Swap Body,0
6417,Portlaoise-IE,Budapest NPKK (OE)-HU,Trailer,0
6418,Portlaoise-IE,Budapest NPKK (OE)-HU,Van,0
6419,Portlaoise-IE,Budapest NPKK (OE)-HU,Co-loading,0
6420,Dublin-IE,Budapest OLK-HU,2 Swap Bodies,0
6421,Dublin-IE,Budapest OLK-HU,Swap Body,0
6422,Dublin-IE,Budapest OLK-HU,Trailer,0
6423,Dublin-IE,Budapest OLK-HU,Van,0
6424,Dublin-IE,Budapest OLK-HU,Co-loading,0
6425,Dublin-IE,Budapest NPKK (OE)-HU,2 Swap Bodies,0
6426,Dublin-IE,Budapest NPKK (OE)-HU,Swap Body,0
6427,Dublin-IE,Budapest NPKK (OE)-HU,Trailer,0
6428,Dublin-IE,Budapest NPKK (OE)-HU,Van,0
6429,Dublin-IE,Budapest NPKK (OE)-HU,Co-loading,0
6430,Portlaoise-IE,Kaunas-LT,2 Swap Bodies,0
6431,Portlaoise-IE,Kaunas-LT,Swap Body,0
6432,Portlaoise-IE,Kaunas-LT,Trailer,0
6433,Portlaoise-IE,Kaunas-LT,Van,0
6434,Portlaoise-IE,Kaunas-LT,Co-loading,0
6435,Dublin-IE,Kaunas-LT,2 Swap Bodies,0
6436,Dublin-IE,Kaunas-LT,Swap Body,0
6437,Dublin-IE,Kaunas-LT,Trailer,0
6438,Dublin-IE,Kaunas-LT,Van,0
6439,Dublin-IE,Kaunas-LT,Co-loading,0
6440,Portlaoise-IE,Lisboa-PT,2 Swap Bodies,0
6441,Portlaoise-IE,Lisboa-PT,Swap Body,0
6442,Portlaoise-IE,Lisboa-PT,Trailer,0
6443,Portlaoise-IE,Lisboa-PT,Van,0
6444,Portlaoise-IE,Lisboa-PT,Co-loading,0
6445,Dublin-IE,Lisboa-PT,2 Swap Bodies,0
6446,Dublin-IE,Lisboa-PT,Swap Body,0
6447,Dublin-IE,Lisboa-PT,Trailer,0
6448,Dublin-IE,Lisboa-PT,Van,0
6449,Dublin-IE,Lisboa-PT,Co-loading,0
6450,Portlaoise-IE,Göteborg-SE,2 Swap Bodies,0
6451,Portlaoise-IE,Göteborg-SE,Swap Body,0
6452,Portlaoise-IE,Göteborg-SE,Trailer,0
6453,Portlaoise-IE,Göteborg-SE,Van,0
6454,Portlaoise-IE,Göteborg-SE,Co-loading,0
6455,Portlaoise-IE,Stockholm - Västberga-SE,2 Swap Bodies,0
6456,Portlaoise-IE,Stockholm - Västberga-SE,Swap Body,0
6457,Portlaoise-IE,Stockholm - Västberga-SE,Trailer,0
6458,Portlaoise-IE,Stockholm - Västberga-SE,Van,0
6459,Portlaoise-IE,Stockholm - Västberga-SE,Co-loading,0
6460,Portlaoise-IE,Helsingborg-SE,2 Swap Bodies,0
6461,Portlaoise-IE,Helsingborg-SE,Swap Body,0
6462,Portlaoise-IE,Helsingborg-SE,Trailer,0
6463,Portlaoise-IE,Helsingborg-SE,Van,0
6464,Portlaoise-IE,Helsingborg-SE,Co-loading,0
6465,Portlaoise-IE,Arlöv-SE,2 Swap Bodies,0
6466,Portlaoise-IE,Arlöv-SE,Swap Body,0
6467,Portlaoise-IE,Arlöv-SE,Trailer,0
6468,Portlaoise-IE,Arlöv-SE,Van,0
6469,Portlaoise-IE,Arlöv-SE,Co-loading,0
6470,Portlaoise-IE,Malmö-SE,2 Swap Bodies,0
6471,Portlaoise-IE,Malmö-SE,Swap Body,0
6472,Portlaoise-IE,Malmö-SE,Trailer,0
6473,Portlaoise-IE,Malmö-SE,Van,0
6474,Portlaoise-IE,Malmö-SE,Co-loading,0
6475,Dublin-IE,Göteborg-SE,2 Swap Bodies,0
6476,Dublin-IE,Göteborg-SE,Swap Body,0
6477,Dublin-IE,Göteborg-SE,Trailer,0
6478,Dublin-IE,Göteborg-SE,Van,0
6479,Dublin-IE,Göteborg-SE,Co-loading,0
6480,Dublin-IE,Stockholm - Västberga-SE,2 Swap Bodies,0
6481,Dublin-IE,Stockholm - Västberga-SE,Swap Body,0
6482,Dublin-IE,Stockholm - Västberga-SE,Trailer,0
6483,Dublin-IE,Stockholm - Västberga-SE,Van,0
6484,Dublin-IE,Stockholm - Västberga-SE,Co-loading,0
6485,Dublin-IE,Helsingborg-SE,2 Swap Bodies,0
6486,Dublin-IE,Helsingborg-SE,Swap Body,0
6487,Dublin-IE,Helsingborg-SE,Trailer,0
6488,Dublin-IE,Helsingborg-SE,Van,0
6489,Dublin-IE,Helsingborg-SE,Co-loading,0
6490,Dublin-IE,Arlöv-SE,2 Swap Bodies,0
6491,Dublin-IE,Arlöv-SE,Swap Body,0
6492,Dublin-IE,Arlöv-SE,Trailer,0
6493,Dublin-IE,Arlöv-SE,Van,0
6494,Dublin-IE,Arlöv-SE,Co-loading,0
6495,Dublin-IE,Malmö-SE,2 Swap Bodies,0
6496,Dublin-IE,Malmö-SE,Swap Body,0
6497,Dublin-IE,Malmö-SE,Trailer,0
6498,Dublin-IE,Malmö-SE,Van,0
6499,Dublin-IE,Malmö-SE,Co-loading,0
6500,Portlaoise-IE,Ljubljana-SI,2 Swap Bodies,0
6501,Portlaoise-IE,Ljubljana-SI,Swap Body,0
6502,Portlaoise-IE,Ljubljana-SI,Trailer,0
6503,Portlaoise-IE,Ljubljana-SI,Van,0
6504,Portlaoise-IE,Ljubljana-SI,Co-loading,0
6505,Dublin-IE,Ljubljana-SI,2 Swap Bodies,0
6506,Dublin-IE,Ljubljana-SI,Swap Body,0
6507,Dublin-IE,Ljubljana-SI,Trailer,0
6508,Dublin-IE,Ljubljana-SI,Van,0
6509,Dublin-IE,Ljubljana-SI,Co-loading,0
6510,Portlaoise-IE,Zilina- Strecno-SK,2 Swap Bodies,0
6511,Portlaoise-IE,Zilina- Strecno-SK,Swap Body,0
6512,Portlaoise-IE,Zilina- Strecno-SK,Trailer,0
6513,Portlaoise-IE,Zilina- Strecno-SK,Van,0
6514,Portlaoise-IE,Zilina- Strecno-SK,Co-loading,0
6515,Portlaoise-IE,Ivanka pri Dunaji-SK,2 Swap Bodies,0
6516,Portlaoise-IE,Ivanka pri Dunaji-SK,Swap Body,0
6517,Portlaoise-IE,Ivanka pri Dunaji-SK,Trailer,0
6518,Portlaoise-IE,Ivanka pri Dunaji-SK,Van,0
6519,Portlaoise-IE,Ivanka pri Dunaji-SK,Co-loading,0
6520,Dublin-IE,Zilina- Strecno-SK,2 Swap Bodies,0
6521,Dublin-IE,Zilina- Strecno-SK,Swap Body,0
6522,Dublin-IE,Zilina- Strecno-SK,Trailer,0
6523,Dublin-IE,Zilina- Strecno-SK,Van,0
6524,Dublin-IE,Zilina- Strecno-SK,Co-loading,0
6525,Dublin-IE,Ivanka pri Dunaji-SK,2 Swap Bodies,0
6526,Dublin-IE,Ivanka pri Dunaji-SK,Swap Body,0
6527,Dublin-IE,Ivanka pri Dunaji-SK,Trailer,0
6528,Dublin-IE,Ivanka pri Dunaji-SK,Van,0
6529,Dublin-IE,Ivanka pri Dunaji-SK,Co-loading,0
6530,Portlaoise-IE,Brüssel-BE,2 Swap Bodies,0
6531,Portlaoise-IE,Brüssel-BE,Swap Body,0
6532,Portlaoise-IE,Brüssel-BE,Trailer,0
6533,Portlaoise-IE,Brüssel-BE,Van,0
6534,Portlaoise-IE,Brüssel-BE,Co-loading,0
6535,Dublin-IE,Brüssel-BE,2 Swap Bodies,0
6536,Dublin-IE,Brüssel-BE,Swap Body,0
6537,Dublin-IE,Brüssel-BE,Trailer,0
6538,Dublin-IE,Brüssel-BE,Van,0
6539,Dublin-IE,Brüssel-BE,Co-loading,0
6540,Portlaoise-IE,Bettembourg-LU,2 Swap Bodies,0
6541,Portlaoise-IE,Bettembourg-LU,Swap Body,0
6542,Portlaoise-IE,Bettembourg-LU,Trailer,0
6543,Portlaoise-IE,Bettembourg-LU,Van,0
6544,Portlaoise-IE,Bettembourg-LU,Co-loading,0
6545,Dublin-IE,Bettembourg-LU,2 Swap Bodies,0
6546,Dublin-IE,Bettembourg-LU,Swap Body,0
6547,Dublin-IE,Bettembourg-LU,Trailer,0
6548,Dublin-IE,Bettembourg-LU,Van,0
6549,Dublin-IE,Bettembourg-LU,Co-loading,0
6550,Portlaoise-IE,Oslo-NO,2 Swap Bodies,0
6551,Portlaoise-IE,Oslo-NO,Swap Body,0
6552,Portlaoise-IE,Oslo-NO,Trailer,0
6553,Portlaoise-IE,Oslo-NO,Van,0
6554,Portlaoise-IE,Oslo-NO,Co-loading,0
6555,Dublin-IE,Oslo-NO,2 Swap Bodies,0
6556,Dublin-IE,Oslo-NO,Swap Body,0
6557,Dublin-IE,Oslo-NO,Trailer,0
6558,Dublin-IE,Oslo-NO,Van,0
6559,Dublin-IE,Oslo-NO,Co-loading,0
6560,Portlaoise-IE,Oradea-RO,2 Swap Bodies,0
6561,Portlaoise-IE,Oradea-RO,Swap Body,0
6562,Portlaoise-IE,Oradea-RO,Trailer,0
6563,Portlaoise-IE,Oradea-RO,Van,0
6564,Portlaoise-IE,Oradea-RO,Co-loading,0
6565,Dublin-IE,Oradea-RO,2 Swap Bodies,0
6566,Dublin-IE,Oradea-RO,Swap Body,0
6567,Dublin-IE,Oradea-RO,Trailer,0
6568,Dublin-IE,Oradea-RO,Van,0
6569,Dublin-IE,Oradea-RO,Co-loading,0
6570,Bettembourg-LU,Brno-CZ,2 Swap Bodies,0
6571,Bettembourg-LU,Brno-CZ,Swap Body,0
6572,Bettembourg-LU,Brno-CZ,Trailer,0
6573,Bettembourg-LU,Brno-CZ,Van,0
6574,Bettembourg-LU,Brno-CZ,Co-loading,0
6575,Bettembourg-LU,Ostrava-CZ,2 Swap Bodies,0
6576,Bettembourg-LU,Ostrava-CZ,Swap Body,0
6577,Bettembourg-LU,Ostrava-CZ,Trailer,0
6578,Bettembourg-LU,Ostrava-CZ,Van,0
6579,Bettembourg-LU,Ostrava-CZ,Co-loading,0
6580,Bettembourg-LU,Krupka 1-CZ,2 Swap Bodies,0
6581,Bettembourg-LU,Krupka 1-CZ,Swap Body,0
6582,Bettembourg-LU,Krupka 1-CZ,Trailer,0
6583,Bettembourg-LU,Krupka 1-CZ,Van,0
6584,Bettembourg-LU,Krupka 1-CZ,Co-loading,0
6585,Bettembourg-LU,Plzen 1-CZ,2 Swap Bodies,0
6586,Bettembourg-LU,Plzen 1-CZ,Swap Body,0
6587,Bettembourg-LU,Plzen 1-CZ,Trailer,0
6588,Bettembourg-LU,Plzen 1-CZ,Van,0
6589,Bettembourg-LU,Plzen 1-CZ,Co-loading,0
6590,Bettembourg-LU,Hradec Kralove - Brezhrad-CZ,2 Swap Bodies,0
6591,Bettembourg-LU,Hradec Kralove - Brezhrad-CZ,Swap Body,0
6592,Bettembourg-LU,Hradec Kralove - Brezhrad-CZ,Trailer,0
6593,Bettembourg-LU,Hradec Kralove - Brezhrad-CZ,Van,0
6594,Bettembourg-LU,Hradec Kralove - Brezhrad-CZ,Co-loading,0
6595,Bettembourg-LU,Ricany -CZ,2 Swap Bodies,0
6596,Bettembourg-LU,Ricany -CZ,Swap Body,0
6597,Bettembourg-LU,Ricany -CZ,Trailer,0
6598,Bettembourg-LU,Ricany -CZ,Van,0
6599,Bettembourg-LU,Ricany -CZ,Co-loading,0
6600,Bettembourg-LU,Zlin-CZ,2 Swap Bodies,0
6601,Bettembourg-LU,Zlin-CZ,Swap Body,0
6602,Bettembourg-LU,Zlin-CZ,Trailer,0
6603,Bettembourg-LU,Zlin-CZ,Van,0
6604,Bettembourg-LU,Zlin-CZ,Co-loading,0
6605,Bettembourg-LU,Olomouc-CZ,2 Swap Bodies,0
6606,Bettembourg-LU,Olomouc-CZ,Swap Body,0
6607,Bettembourg-LU,Olomouc-CZ,Trailer,0
6608,Bettembourg-LU,Olomouc-CZ,Van,0
6609,Bettembourg-LU,Olomouc-CZ,Co-loading,0
6610,Bettembourg-LU,PZ 67 (Speyer)-DE,2 Swap Bodies,0
6611,Bettembourg-LU,PZ 67 (Speyer)-DE,Swap Body,0
6612,Bettembourg-LU,PZ 67 (Speyer)-DE,Trailer,0
6613,Bettembourg-LU,PZ 67 (Speyer)-DE,Van,0
6614,Bettembourg-LU,PZ 67 (Speyer)-DE,Co-loading,0
6615,Bettembourg-LU,PZ 50 (Köln)-DE,2 Swap Bodies,0
6616,Bettembourg-LU,PZ 50 (Köln)-DE,Swap Body,0
6617,Bettembourg-LU,PZ 50 (Köln)-DE,Trailer,0
6618,Bettembourg-LU,PZ 50 (Köln)-DE,Van,0
6619,Bettembourg-LU,PZ 50 (Köln)-DE,Co-loading,0
6620,Bettembourg-LU,PZ 04 (Radefeld/Leipzig)-DE,2 Swap Bodies,0
6621,Bettembourg-LU,PZ 04 (Radefeld/Leipzig)-DE,Swap Body,0
6622,Bettembourg-LU,PZ 04 (Radefeld/Leipzig)-DE,Trailer,0
6623,Bettembourg-LU,PZ 04 (Radefeld/Leipzig)-DE,Van,0
6624,Bettembourg-LU,PZ 04 (Radefeld/Leipzig)-DE,Co-loading,0
6625,Bettembourg-LU,PZ 90 (Feucht/Nürnberg)-DE,2 Swap Bodies,0
6626,Bettembourg-LU,PZ 90 (Feucht/Nürnberg)-DE,Swap Body,0
6627,Bettembourg-LU,PZ 90 (Feucht/Nürnberg)-DE,Trailer,0
6628,Bettembourg-LU,PZ 90 (Feucht/Nürnberg)-DE,Van,0
6629,Bettembourg-LU,PZ 90 (Feucht/Nürnberg)-DE,Co-loading,0
6630,Bettembourg-LU,PZ 77 (Lahr)-DE,2 Swap Bodies,0
6631,Bettembourg-LU,PZ 77 (Lahr)-DE,Swap Body,0
6632,Bettembourg-LU,PZ 77 (Lahr)-DE,Trailer,0
6633,Bettembourg-LU,PZ 77 (Lahr)-DE,Van,0
6634,Bettembourg-LU,PZ 77 (Lahr)-DE,Co-loading,0
6635,Bettembourg-LU,PZ 93 (Regensburg)-DE,2 Swap Bodies,0
6636,Bettembourg-LU,PZ 93 (Regensburg)-DE,Swap Body,0
6637,Bettembourg-LU,PZ 93 (Regensburg)-DE,Trailer,0
6638,Bettembourg-LU,PZ 93 (Regensburg)-DE,Van,0
6639,Bettembourg-LU,PZ 93 (Regensburg)-DE,Co-loading,0
6640,Bettembourg-LU,PZ 21 (Hamburg)-DE,2 Swap Bodies,0
6641,Bettembourg-LU,PZ 21 (Hamburg)-DE,Swap Body,0
6642,Bettembourg-LU,PZ 21 (Hamburg)-DE,Trailer,0
6643,Bettembourg-LU,PZ 21 (Hamburg)-DE,Van,0
6644,Bettembourg-LU,PZ 21 (Hamburg)-DE,Co-loading,0
6645,Bettembourg-LU,PZ 46 (Dorsten)-DE,2 Swap Bodies,0
6646,Bettembourg-LU,PZ 46 (Dorsten)-DE,Swap Body,0
6647,Bettembourg-LU,PZ 46 (Dorsten)-DE,Trailer,0
6648,Bettembourg-LU,PZ 46 (Dorsten)-DE,Van,0
6649,Bettembourg-LU,PZ 46 (Dorsten)-DE,Co-loading,0
6650,Bettembourg-LU,PZ 58 (Hagen)-DE,2 Swap Bodies,0
6651,Bettembourg-LU,PZ 58 (Hagen)-DE,Swap Body,0
6652,Bettembourg-LU,PZ 58 (Hagen)-DE,Trailer,0
6653,Bettembourg-LU,PZ 58 (Hagen)-DE,Van,0
6654,Bettembourg-LU,PZ 58 (Hagen)-DE,Co-loading,0
6655,Bettembourg-LU,PZ 08 (Neumark)-DE,2 Swap Bodies,0
6656,Bettembourg-LU,PZ 08 (Neumark)-DE,Swap Body,0
6657,Bettembourg-LU,PZ 08 (Neumark)-DE,Trailer,0
6658,Bettembourg-LU,PZ 08 (Neumark)-DE,Van,0
6659,Bettembourg-LU,PZ 08 (Neumark)-DE,Co-loading,0
6660,Bettembourg-LU,PZ 47 (Krefeld)-DE,2 Swap Bodies,0
6661,Bettembourg-LU,PZ 47 (Krefeld)-DE,Swap Body,0
6662,Bettembourg-LU,PZ 47 (Krefeld)-DE,Trailer,0
6663,Bettembourg-LU,PZ 47 (Krefeld)-DE,Van,0
6664,Bettembourg-LU,PZ 47 (Krefeld)-DE,Co-loading,0
6665,Bettembourg-LU,PZ 15 (Rüdersdorf)-DE,2 Swap Bodies,0
6666,Bettembourg-LU,PZ 15 (Rüdersdorf)-DE,Swap Body,0
6667,Bettembourg-LU,PZ 15 (Rüdersdorf)-DE,Trailer,0
6668,Bettembourg-LU,PZ 15 (Rüdersdorf)-DE,Van,0
6669,Bettembourg-LU,PZ 15 (Rüdersdorf)-DE,Co-loading,0
6670,Bettembourg-LU,PZ 24 (Neumünster)-DE,2 Swap Bodies,0
6671,Bettembourg-LU,PZ 24 (Neumünster)-DE,Swap Body,0
6672,Bettembourg-LU,PZ 24 (Neumünster)-DE,Trailer,0
6673,Bettembourg-LU,PZ 24 (Neumünster)-DE,Van,0
6674,Bettembourg-LU,PZ 24 (Neumünster)-DE,Co-loading,0
6675,Bettembourg-LU,PZ 44 (Bochum) [im Bau]-DE,2 Swap Bodies,0
6676,Bettembourg-LU,PZ 44 (Bochum) [im Bau]-DE,Swap Body,0
6677,Bettembourg-LU,PZ 44 (Bochum) [im Bau]-DE,Trailer,0
6678,Bettembourg-LU,PZ 44 (Bochum) [im Bau]-DE,Van,0
6679,Bettembourg-LU,PZ 44 (Bochum) [im Bau]-DE,Co-loading,0
6680,Bettembourg-LU,Eindhoven-Noord-NL,2 Swap Bodies,0
6681,Bettembourg-LU,Eindhoven-Noord-NL,Swap Body,0
6682,Bettembourg-LU,Eindhoven-Noord-NL,Trailer,0
6683,Bettembourg-LU,Eindhoven-Noord-NL,Van,0
6684,Bettembourg-LU,Eindhoven-Noord-NL,Co-loading,0
6685,Bettembourg-LU,Zaltbommel-NL,2 Swap Bodies,0
6686,Bettembourg-LU,Zaltbommel-NL,Swap Body,0
6687,Bettembourg-LU,Zaltbommel-NL,Trailer,0
6688,Bettembourg-LU,Zaltbommel-NL,Van,0
6689,Bettembourg-LU,Zaltbommel-NL,Co-loading,0
6690,Bettembourg-LU,Suwałki (Ełk)-PL,2 Swap Bodies,0
6691,Bettembourg-LU,Suwałki (Ełk)-PL,Swap Body,0
6692,Bettembourg-LU,Suwałki (Ełk)-PL,Trailer,0
6693,Bettembourg-LU,Suwałki (Ełk)-PL,Van,0
6694,Bettembourg-LU,Suwałki (Ełk)-PL,Co-loading,0
6695,Bettembourg-LU,Poznań-PL,2 Swap Bodies,0
6696,Bettembourg-LU,Poznań-PL,Swap Body,0
6697,Bettembourg-LU,Poznań-PL,Trailer,0
6698,Bettembourg-LU,Poznań-PL,Van,0
6699,Bettembourg-LU,Poznań-PL,Co-loading,0
6700,Bettembourg-LU,Zabrze-PL,2 Swap Bodies,0
6701,Bettembourg-LU,Zabrze-PL,Swap Body,0
6702,Bettembourg-LU,Zabrze-PL,Trailer,0
6703,Bettembourg-LU,Zabrze-PL,Van,0
6704,Bettembourg-LU,Zabrze-PL,Co-loading,0
6705,Bettembourg-LU,Koninko-PL,2 Swap Bodies,0
6706,Bettembourg-LU,Koninko-PL,Swap Body,0
6707,Bettembourg-LU,Koninko-PL,Trailer,0
6708,Bettembourg-LU,Koninko-PL,Van,0
6709,Bettembourg-LU,Koninko-PL,Co-loading,0
6710,Bettembourg-LU,Wrocław-PL,2 Swap Bodies,0
6711,Bettembourg-LU,Wrocław-PL,Swap Body,0
6712,Bettembourg-LU,Wrocław-PL,Trailer,0
6713,Bettembourg-LU,Wrocław-PL,Van,0
6714,Bettembourg-LU,Wrocław-PL,Co-loading,0
6715,Bettembourg-LU,Bydgoszcz (Solec Kujawski)-PL,2 Swap Bodies,0
6716,Bettembourg-LU,Bydgoszcz (Solec Kujawski)-PL,Swap Body,0
6717,Bettembourg-LU,Bydgoszcz (Solec Kujawski)-PL,Trailer,0
6718,Bettembourg-LU,Bydgoszcz (Solec Kujawski)-PL,Van,0
6719,Bettembourg-LU,Bydgoszcz (Solec Kujawski)-PL,Co-loading,0
6720,Bettembourg-LU,Hub Wien I-AT,2 Swap Bodies,0
6721,Bettembourg-LU,Hub Wien I-AT,Swap Body,0
6722,Bettembourg-LU,Hub Wien I-AT,Trailer,0
6723,Bettembourg-LU,Hub Wien I-AT,Van,0
6724,Bettembourg-LU,Hub Wien I-AT,Co-loading,0
6725,Bettembourg-LU,Hub Wien II-AT,2 Swap Bodies,0
6726,Bettembourg-LU,Hub Wien II-AT,Swap Body,0
6727,Bettembourg-LU,Hub Wien II-AT,Trailer,0
6728,Bettembourg-LU,Hub Wien II-AT,Van,0
6729,Bettembourg-LU,Hub Wien II-AT,Co-loading,0
6730,Bettembourg-LU,Hub Graz-AT,2 Swap Bodies,0
6731,Bettembourg-LU,Hub Graz-AT,Swap Body,0
6732,Bettembourg-LU,Hub Graz-AT,Trailer,0
6733,Bettembourg-LU,Hub Graz-AT,Van,0
6734,Bettembourg-LU,Hub Graz-AT,Co-loading,0
6735,Bettembourg-LU,Hagenbrunn-AT,2 Swap Bodies,0
6736,Bettembourg-LU,Hagenbrunn-AT,Swap Body,0
6737,Bettembourg-LU,Hagenbrunn-AT,Trailer,0
6738,Bettembourg-LU,Hagenbrunn-AT,Van,0
6739,Bettembourg-LU,Hagenbrunn-AT,Co-loading,0
6740,Bettembourg-LU,Allhaming-AT,2 Swap Bodies,0
6741,Bettembourg-LU,Allhaming-AT,Swap Body,0
6742,Bettembourg-LU,Allhaming-AT,Trailer,0
6743,Bettembourg-LU,Allhaming-AT,Van,0
6744,Bettembourg-LU,Allhaming-AT,Co-loading,0
6745,Bettembourg-LU,Enns-AT,2 Swap Bodies,0
6746,Bettembourg-LU,Enns-AT,Swap Body,0
6747,Bettembourg-LU,Enns-AT,Trailer,0
6748,Bettembourg-LU,Enns-AT,Van,0
6749,Bettembourg-LU,Enns-AT,Co-loading,0
6750,Bettembourg-LU,Wernberg-AT,2 Swap Bodies,0
6751,Bettembourg-LU,Wernberg-AT,Swap Body,0
6752,Bettembourg-LU,Wernberg-AT,Trailer,0
6753,Bettembourg-LU,Wernberg-AT,Van,0
6754,Bettembourg-LU,Wernberg-AT,Co-loading,0
6755,Bettembourg-LU,Wals-AT,2 Swap Bodies,0
6756,Bettembourg-LU,Wals-AT,Swap Body,0
6757,Bettembourg-LU,Wals-AT,Trailer,0
6758,Bettembourg-LU,Wals-AT,Van,0
6759,Bettembourg-LU,Wals-AT,Co-loading,0
6760,Bettembourg-LU,Hall in Tirol-AT,2 Swap Bodies,0
6761,Bettembourg-LU,Hall in Tirol-AT,Swap Body,0
6762,Bettembourg-LU,Hall in Tirol-AT,Trailer,0
6763,Bettembourg-LU,Hall in Tirol-AT,Van,0
6764,Bettembourg-LU,Hall in Tirol-AT,Co-loading,0
6765,Bettembourg-LU,Liesing-AT,2 Swap Bodies,0
6766,Bettembourg-LU,Liesing-AT,Swap Body,0
6767,Bettembourg-LU,Liesing-AT,Trailer,0
6768,Bettembourg-LU,Liesing-AT,Van,0
6769,Bettembourg-LU,Liesing-AT,Co-loading,0
6770,Bettembourg-LU,Wundschuh-AT,2 Swap Bodies,0
6771,Bettembourg-LU,Wundschuh-AT,Swap Body,0
6772,Bettembourg-LU,Wundschuh-AT,Trailer,0
6773,Bettembourg-LU,Wundschuh-AT,Van,0
6774,Bettembourg-LU,Wundschuh-AT,Co-loading,0
6775,Bettembourg-LU,Sofia-BG,2 Swap Bodies,0
6776,Bettembourg-LU,Sofia-BG,Swap Body,0
6777,Bettembourg-LU,Sofia-BG,Trailer,0
6778,Bettembourg-LU,Sofia-BG,Van,0
6779,Bettembourg-LU,Sofia-BG,Co-loading,0
6780,Bettembourg-LU,Kolding-DK,2 Swap Bodies,0
6781,Bettembourg-LU,Kolding-DK,Swap Body,0
6782,Bettembourg-LU,Kolding-DK,Trailer,0
6783,Bettembourg-LU,Kolding-DK,Van,0
6784,Bettembourg-LU,Kolding-DK,Co-loading,0
6785,Bettembourg-LU,Barcelona-ES,2 Swap Bodies,0
6786,Bettembourg-LU,Barcelona-ES,Swap Body,0
6787,Bettembourg-LU,Barcelona-ES,Trailer,0
6788,Bettembourg-LU,Barcelona-ES,Van,0
6789,Bettembourg-LU,Barcelona-ES,Co-loading,0
6790,Bettembourg-LU,Madrid-ES,2 Swap Bodies,0
6791,Bettembourg-LU,Madrid-ES,Swap Body,0
6792,Bettembourg-LU,Madrid-ES,Trailer,0
6793,Bettembourg-LU,Madrid-ES,Van,0
6794,Bettembourg-LU,Madrid-ES,Co-loading,0
6795,Bettembourg-LU,Araba (Vitoria)-ES,2 Swap Bodies,0
6796,Bettembourg-LU,Araba (Vitoria)-ES,Swap Body,0
6797,Bettembourg-LU,Araba (Vitoria)-ES,Trailer,0
6798,Bettembourg-LU,Araba (Vitoria)-ES,Van,0
6799,Bettembourg-LU,Araba (Vitoria)-ES,Co-loading,0
6800,Bettembourg-LU,Lieto (Turku)-FL,2 Swap Bodies,0
6801,Bettembourg-LU,Lieto (Turku)-FL,Swap Body,0
6802,Bettembourg-LU,Lieto (Turku)-FL,Trailer,0
6803,Bettembourg-LU,Lieto (Turku)-FL,Van,0
6804,Bettembourg-LU,Lieto (Turku)-FL,Co-loading,0
6805,Bettembourg-LU,Vantaa (Helsinki)-FL,2 Swap Bodies,0
6806,Bettembourg-LU,Vantaa (Helsinki)-FL,Swap Body,0
6807,Bettembourg-LU,Vantaa (Helsinki)-FL,Trailer,0
6808,Bettembourg-LU,Vantaa (Helsinki)-FL,Van,0
6809,Bettembourg-LU,Vantaa (Helsinki)-FL,Co-loading,0
6810,Bettembourg-LU,Combs la ville-FR,2 Swap Bodies,0
6811,Bettembourg-LU,Combs la ville-FR,Swap Body,0
6812,Bettembourg-LU,Combs la ville-FR,Trailer,0
6813,Bettembourg-LU,Combs la ville-FR,Van,0
6814,Bettembourg-LU,Combs la ville-FR,Co-loading,0
6815,Bettembourg-LU,Slough-GB,2 Swap Bodies,0
6816,Bettembourg-LU,Slough-GB,Swap Body,0
6817,Bettembourg-LU,Slough-GB,Trailer,0
6818,Bettembourg-LU,Slough-GB,Van,0
6819,Bettembourg-LU,Slough-GB,Co-loading,0
6820,Bettembourg-LU,Ryton Gateway-GB,2 Swap Bodies,0
6821,Bettembourg-LU,Ryton Gateway-GB,Swap Body,0
6822,Bettembourg-LU,Ryton Gateway-GB,Trailer,0
6823,Bettembourg-LU,Ryton Gateway-GB,Van,0
6824,Bettembourg-LU,Ryton Gateway-GB,Co-loading,0
6825,Bettembourg-LU,Spata-GR,2 Swap Bodies,0
6826,Bettembourg-LU,Spata-GR,Swap Body,0
6827,Bettembourg-LU,Spata-GR,Trailer,0
6828,Bettembourg-LU,Spata-GR,Van,0
6829,Bettembourg-LU,Spata-GR,Co-loading,0
6830,Bettembourg-LU,Zagreb-HR,2 Swap Bodies,0
6831,Bettembourg-LU,Zagreb-HR,Swap Body,0
6832,Bettembourg-LU,Zagreb-HR,Trailer,0
6833,Bettembourg-LU,Zagreb-HR,Van,0
6834,Bettembourg-LU,Zagreb-HR,Co-loading,0
6835,Bettembourg-LU,Budapest OLK-HU,2 Swap Bodies,0
6836,Bettembourg-LU,Budapest OLK-HU,Swap Body,0
6837,Bettembourg-LU,Budapest OLK-HU,Trailer,0
6838,Bettembourg-LU,Budapest OLK-HU,Van,0
6839,Bettembourg-LU,Budapest OLK-HU,Co-loading,0
6840,Bettembourg-LU,Budapest NPKK (OE)-HU,2 Swap Bodies,0
6841,Bettembourg-LU,Budapest NPKK (OE)-HU,Swap Body,0
6842,Bettembourg-LU,Budapest NPKK (OE)-HU,Trailer,0
6843,Bettembourg-LU,Budapest NPKK (OE)-HU,Van,0
6844,Bettembourg-LU,Budapest NPKK (OE)-HU,Co-loading,0
