,Origin,Dest.,Transit,agg,city,DE,DIRECT,NL,PL,LT,FI,SK,ES,CZ
254,FR,BG,,FRBG,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,FR,CZ,,FRCZ,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,FR,DE,,FRDE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,FR,DK,,FRDK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,FR,EE,,FREE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,FR,ES,,FRES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,FR,FI,,FRFI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,FR,FR,,FRFR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,FR,GB,,FRGB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,FR,GR,,FRGR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,FR,HR,,FRHR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,FR,HU,,FRHU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,FR,IE,,FRIE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,FR,LT,,FRLT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,FR,LU,,FRLU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,FR,LV,,FRLV,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,FR,NL,,FRNL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,FR,NO,,FRNO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,FR,PL,,FRPL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,FR,PT,,FRPT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,FR,RO,,FRRO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,FR,SE,,FRSE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,FR,SI,,FRSI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,FR,SK,,FRSK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,FR,CY,,FRCY,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,FR,IT,,FRIT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,GB,AT,DE,GBAT,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,GB,BE,DE,GBBE,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,GB,BG,DE,GBBG,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,GB,CZ,DE,GBCZ,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,GB,DE,DIRECT,GBDE,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,GB,DK,DE,GBDK,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,GB,EE,"DE
LT",GBEE,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
287,GB,ES,DE,GBES,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,GB,FI,DE,GBFI,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,GB,FR,DE,GBFR,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,GB,GB,,GBGB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,GB,GR,DE,GBGR,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,GB,HR,DE,GBHR,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,GB,HU,DE,GBHU,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,GB,IE,,GBIE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,GB,LT,DE,GBLT,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,GB,LU,DE,GBLU,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,GB,LV,"DE
LT",GBLV,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
298,GB,NL,DE,GBNL,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,GB,NO,,GBNO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,GB,PL,DE,GBPL,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,GB,PT,DE,GBPT,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,GB,RO,DE,GBRO,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,GB,SE,DE,GBSE,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,GB,SI,DE,GBSI,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,GB,SK,DE,GBSK,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,GB,CY,DE,GBCY,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,GB,IT,DE,GBIT,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,GR,AT,,GRAT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,GR,BE,,GRBE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,GR,BG,,GRBG,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,GR,CZ,,GRCZ,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,GR,DE,,GRDE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,GR,DK,,GRDK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,GR,EE,,GREE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,GR,ES,,GRES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,GR,FI,,GRFI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,GR,FR,,GRFR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,GR,GB,,GRGB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,GR,GR,,GRGR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,GR,HR,,GRHR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,GR,HU,,GRHU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,GR,IE,,GRIE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,GR,LT,,GRLT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,GR,LU,,GRLU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,GR,LV,,GRLV,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,GR,NL,,GRNL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,GR,NO,,GRNO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,GR,PL,,GRPL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,GR,PT,,GRPT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,GR,RO,,GRRO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,GR,SE,,GRSE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,GR,SI,,GRSI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,GR,SK,,GRSK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,GR,CY,,GRCY,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,GR,IT,,GRIT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,HR,AT,,HRAT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,HR,BE,,HRBE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,HR,BG,,HRBG,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,HR,CZ,,HRCZ,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,HR,DE,,HRDE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,HR,DK,,HRDK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,HR,EE,,HREE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,HR,ES,,HRES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,HR,FI,,HRFI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,HR,FR,,HRFR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,HR,GB,,HRGB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,HR,GR,,HRGR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,HR,HR,,HRHR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,HR,HU,,HRHU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,HR,IE,,HRIE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,HR,LT,,HRLT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,HR,LU,,HRLU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,HR,LV,,HRLV,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,HR,NL,,HRNL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,HR,NO,,HRNO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,HR,PL,,HRPL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,HR,PT,,HRPT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,HR,RO,,HRRO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,HR,SE,,HRSE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,HR,SI,,HRSI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,HR,SK,,HRSK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,HR,CY,,HRCY,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,HR,IT,,HRIT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,HU,AT,DIRECT,HUAT,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,HU,BE,DE,HUBE,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,HU,BG,DE,HUBG,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,HU,CZ,SK,HUCZ,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
368,HU,DE,DIRECT,HUDE,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,HU,DK,DE,HUDK,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,HU,EE,"DE
LT",HUEE,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
371,HU,ES,DE,HUES,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,HU,FI,DE,HUFI,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,HU,FR,DE,HUFR,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,HU,GB,DE,HUGB,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,HU,GR,DE,HUGR,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,HU,HR,DE,HUHR,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,HU,HU,,HUHU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,HU,IE,DE,HUIE,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,HU,LT,DE,HULT,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,HU,LU,DE,HULU,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,HU,LV,"DE
LT",HULV,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
382,HU,NL,DE,HUNL,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,HU,NO,,HUNO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,HU,PL,DE,HUPL,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,HU,PT,DE,HUPT,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,HU,RO,DIRECT,HURO,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,HU,SE,DE,HUSE,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,HU,SI,DE,HUSI,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,HU,SK,DIRECT,HUSK,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,HU,CY,DE,HUCY,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,HU,IT,DE,HUIT,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,IE,AT,,IEAT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,IE,BE,,IEBE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,IE,BG,,IEBG,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,IE,CZ,,IECZ,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,IE,DE,,IEDE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,IE,DK,,IEDK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,IE,EE,,IEEE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,IE,ES,,IEES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,IE,FI,,IEFI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,IE,FR,,IEFR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,IE,GB,,IEGB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,IE,GR,,IEGR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,IE,HR,,IEHR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,IE,HU,,IEHU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,IE,IE,,IEIE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,IE,LT,,IELT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,IE,LU,,IELU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,IE,LV,,IELV,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,IE,NL,,IENL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,IE,NO,,IENO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,IE,PL,,IEPL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,IE,PT,,IEPT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,IE,RO,,IERO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,IE,SE,,IESE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,IE,SI,,IESI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,IE,SK,,IESK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,IE,CY,,IECY,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,IE,IT,,IEIT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,LT,AT,DE,LTAT,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,LT,BE,DE,LTBE,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,LT,BG,DE,LTBG,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,LT,CZ,DE,LTCZ,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,LT,DE,DIRECT,LTDE,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,LT,DK,DE,LTDK,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,LT,EE,,LTEE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,LT,ES,DE,LTES,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,LT,FI,DIRECT,LTFI,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,LT,FR,DE,LTFR,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,LT,GB,DE,LTGB,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,LT,GR,DE,LTGR,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,LT,HR,DE,LTHR,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,LT,HU,DE,LTHU,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,LT,IE,DE,LTIE,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,LT,LT,,LTLT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,LT,LU,DE,LTLU,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,LT,LV,,LTLV,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,LT,NL,DE,LTNL,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,LT,NO,,LTNO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,LT,PL,DE,LTPL,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,LT,PT,DE,LTPT,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,LT,RO,DE,LTRO,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,LT,SE,FI,LTSE,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
444,LT,SI,DE,LTSI,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,LT,SK,DE,LTSK,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,LT,CY,DE,LTCY,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,LT,IT,DE,LTIT,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,LU,AT,,LUAT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,LU,BE,,LUBE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,LU,BG,,LUBG,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,LU,CZ,,LUCZ,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,LU,DE,,LUDE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,LU,DK,,LUDK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,LU,EE,,LUEE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,LU,ES,,LUES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,LU,FI,,LUFI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,LU,FR,,LUFR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,LU,GB,,LUGB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,LU,GR,,LUGR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,LU,HR,,LUHR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,LU,HU,,LUHU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,LU,IE,,LUIE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,LU,LT,,LULT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,LU,LU,,LULU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,LU,LV,,LULV,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,LU,NL,,LUNL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,LU,NO,,LUNO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,LU,PL,,LUPL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,LU,PT,,LUPT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,LU,RO,,LURO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,LU,SE,,LUSE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,LU,SI,,LUSI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,LU,SK,,LUSK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,LU,CY,,LUCY,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,LU,IT,,LUIT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,LV,AT,"LT
DE",LVAT,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
477,LV,BE,"LT
DE",LVBE,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
478,LV,BG,"LT
DE",LVBG,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
479,LV,CZ,"LT
DE",LVCZ,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
480,LV,DE,LT,LVDE,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
481,LV,DK,"LT
DE",LVDK,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
482,LV,EE,,LVEE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,LV,ES,"LT
DE",LVES,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
484,LV,FI,DIRECT,LVFI,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,LV,FR,"LT
DE",LVFR,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
486,LV,GB,"LT
DE",LVGB,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
487,LV,GR,"LT
DE",LVGR,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
488,LV,HR,"LT
DE",LVHR,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
489,LV,HU,"LT
DE",LVHU,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
490,LV,IE,"LT
DE",LVIE,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
491,LV,LT,,LVLT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,LV,LU,"LT
DE",LVLU,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
493,LV,LV,,LVLV,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,LV,NL,"LT
DE",LVNL,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
495,LV,NO,,LVNO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,LV,PL,"LT
DE",LVPL,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
497,LV,PT,"LT
DE",LVPT,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
498,LV,RO,"LT
DE",LVRO,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
499,LV,SE,FI,LVSE,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
500,LV,SI,"LT
DE",LVSI,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
501,LV,SK,"LT
DE",LVSK,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
502,LV,CY,"LT
DE",LVCY,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
503,LV,IT,"LT
DE",LVIT,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
504,NL,AT,DE,NLAT,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,NL,BE,,NLBE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,NL,BG,DE,NLBG,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,NL,CZ,DIRECT,NLCZ,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,NL,DE,DIRECT,NLDE,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,NL,DK,DE,NLDK,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,NL,EE,"PL
LT",NLEE,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
511,NL,ES,DIRECT,NLES,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,NL,FI,DE,NLFI,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,NL,FR,DIRECT,NLFR,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,NL,GB,DIRECT,NLGB,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,NL,GR,DE,NLGR,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,NL,HR,DE,NLHR,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,NL,HU,DE,NLHU,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,NL,IE,DIRECT,NLIE,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,NL,LT,PL,NLLT,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
